gen, ranking_ternary_twopoint_best, ranking_ternary_twopoint_ave
1875,   0.7983, 0.692428
1876,   0.7983, 0.697528
1877,   0.7983, 0.706656
1878,   0.7983,  0.69921
1879,   0.7983, 0.697339
1880,   0.7983, 0.699424
1881,   0.7983, 0.695038
1882,   0.7983, 0.698165
1883,   0.7983, 0.701701
1884,   0.7983, 0.695464
1885,   0.7983, 0.695779
1886,   0.7983,  0.69249
1887,   0.7983, 0.692597
1888,   0.7983, 0.684398
1889,   0.7983, 0.693383
1890,   0.7983, 0.696782
1891,   0.7983, 0.698593
1892,   0.7983, 0.692108
1893,   0.7983, 0.691746
1894,   0.7983, 0.696207
1895,   0.7983,  0.69985
1896,   0.7983, 0.700077
1897,   0.7983,  0.69312
1898,   0.7983, 0.695063
1899,   0.7983, 0.691319
1900,   0.7983, 0.694233
1901,   0.7983, 0.693821
1902,   0.7985, 0.687642
1903,   0.7985, 0.695515
1904,   0.7985, 0.696633
1905,   0.7985, 0.694974
1906,   0.7985,  0.69844
1907,   0.7985, 0.697196
1908,   0.7985, 0.692049
1909,   0.7985, 0.678639
1910,   0.7985, 0.701671
1911,   0.7987, 0.701244
1912,   0.7987, 0.693765
1913,   0.7987, 0.695422
1914,   0.7987, 0.696407
1915,   0.7987, 0.695985
1916,   0.7987, 0.693186
1917,   0.7987, 0.693651
1918,   0.7987, 0.696365
1919,   0.7987, 0.698184
1920,   0.7987,  0.70264
1921,   0.7987, 0.699409
1922,   0.7987, 0.694561
1923,   0.7987, 0.687177
1924,   0.7987, 0.692641
1925,   0.7987, 0.695566
1926,   0.7987, 0.698551
1927,   0.7987, 0.693625
1928,   0.7987, 0.694776
1929,   0.7987, 0.689478
1930,   0.7987, 0.689651
1931,   0.7987, 0.693459
1932,   0.7987, 0.692501
1933,   0.7987, 0.689467
1934,   0.7987, 0.699523
1935,   0.7987, 0.699401
1936,   0.7987, 0.692299
1937,   0.7987, 0.697031
1938,   0.7987, 0.691056
1939,   0.7989, 0.692646
1940,   0.7989, 0.688929
1941,   0.7989,  0.69731
1942,   0.7989,  0.69206
1943,   0.7989, 0.693495
1944,   0.7989, 0.704181
1945,   0.7989,   0.6976
1946,   0.7989, 0.701138
1947,   0.7989, 0.700086
1948,   0.7989,  0.70472
1949,   0.7989, 0.687706
1950,   0.7989, 0.683405
1951,   0.7989, 0.689282
1952,   0.7989, 0.689361
1953,   0.7989, 0.700503
1954,   0.7989, 0.704894
1955,   0.7989, 0.700643
1956,   0.7989, 0.704126
1957,   0.7989, 0.703462
1958,   0.7989, 0.694244
1959,   0.7989, 0.688293
1960,   0.7989, 0.694521
1961,   0.7989, 0.695315
1962,   0.7989, 0.696478
1963,   0.7989, 0.692406
1964,   0.7989, 0.692259
1965,   0.7989, 0.698247
1966,   0.7989, 0.693579
1967,   0.7989, 0.699456
1968,   0.7989,   0.6989
1969,   0.7989,  0.69702
1970,   0.7989, 0.696608
1971,   0.7989,  0.69957
1972,   0.7989, 0.691521
1973,   0.7989,  0.69415
1974,   0.7989,  0.70021
1975,   0.7989, 0.701225
1976,   0.7989, 0.702902
1977,   0.7989,  0.69505
1978,   0.7989, 0.706715
1979,   0.7989, 0.694223
1980,   0.7989, 0.700876
1981,   0.7989, 0.702826
1982,   0.7989, 0.699114
1983,   0.7989, 0.697255
1984,   0.7989, 0.692349
1985,   0.7989, 0.696353
1986,   0.7989,  0.69893
1987,   0.7989, 0.698691
1988,   0.7989, 0.706022
1989,   0.7989, 0.696346
1990,   0.7989, 0.694244
1991,   0.7989, 0.694212
1992,   0.7989, 0.694741
1993,   0.7989, 0.702074
1994,   0.7989, 0.698183
1995,   0.7989, 0.696723
1996,   0.7989, 0.699179
1997,   0.7989, 0.701341
1998,   0.7989, 0.696773
1999,   0.7989,  0.70027
2000,   0.7989, 0.712885
2001,   0.7989, 0.695005
2002,   0.7989, 0.686553
2003,   0.7989, 0.696101
2004,   0.7989, 0.695787
2005,   0.7989, 0.696411
2006,   0.7989, 0.698886
2007,   0.7989, 0.699413
2008,   0.7989, 0.692187
2009,   0.7989, 0.696147
2010,   0.7989, 0.702429
2011,   0.7989, 0.695268
2012,   0.7989, 0.691833
2013,   0.7989, 0.687711
2014,   0.7989,  0.69499
2015,   0.7989, 0.691526
2016,   0.7989, 0.693963
2017,   0.7989, 0.689812
2018,   0.7989, 0.696326
2019,   0.7989, 0.694846
2020,   0.7989, 0.688455
2021,   0.7989,  0.69444
2022,   0.7989, 0.695291
2023,   0.7989, 0.698018
2024,   0.7989, 0.698688
2025,   0.7989, 0.702274
2026,   0.7989, 0.701397
2027,   0.7989, 0.702957
2028,   0.7989, 0.698395
2029,   0.7989, 0.699737
2030,   0.7989, 0.706338
2031,   0.7989, 0.710309
2032,   0.7989, 0.712131
2033,   0.7989, 0.699569
2034,   0.7989, 0.698459
2035,   0.7989, 0.686772
2036,   0.7989, 0.685877
2037,   0.7989, 0.689985
2038,   0.7989, 0.692095
2039,   0.7989, 0.697096
2040,   0.7989, 0.687406
2041,   0.7989, 0.689325
2042,   0.7989, 0.695082
2043,   0.7989,  0.68947
2044,   0.7989,  0.69674
2045,   0.7989, 0.683237
2046,   0.7989, 0.689979
2047,   0.7989, 0.691023
2048,   0.7989, 0.691408
2049,   0.7989, 0.691186
2050,   0.7989, 0.702296
2051,   0.7989, 0.693236
2052,   0.7989, 0.692361
2053,   0.7989, 0.693304
2054,   0.7989, 0.701196
2055,   0.7989, 0.695172
2056,   0.7989, 0.701714
2057,   0.7989, 0.701041
2058,   0.7989,   0.6968
2059,   0.7989, 0.692794
2060,   0.7989, 0.687525
2061,   0.7989, 0.692593
2062,   0.7989, 0.700756
2063,   0.7989, 0.699395
2064,   0.7989, 0.700734
2065,   0.7989, 0.692956
2066,   0.7989, 0.697922
2067,   0.7989, 0.701895
2068,   0.7989, 0.698456
2069,   0.7989, 0.698761
2070,   0.7989, 0.695885
2071,   0.7989, 0.693618
2072,   0.7989, 0.697505
2073,   0.7989, 0.706354
2074,   0.7989, 0.695246
2075,   0.7989, 0.696661
2076,   0.7989, 0.689697
2077,   0.7989, 0.697022
2078,   0.7989,  0.69719
2079,   0.7989, 0.698477
2080,   0.7989,  0.69522
2081,   0.7989, 0.700054
2082,   0.7989, 0.701192
2083,   0.7989, 0.689089
2084,   0.7989, 0.689394
2085,   0.7993, 0.691944
2086,   0.7993, 0.682497
2087,   0.7993, 0.694847
2088,   0.7993, 0.689018
2089,   0.7993, 0.689918
2090,   0.7993, 0.696599
2091,   0.7993, 0.696352
2092,   0.7993, 0.693061
2093,   0.7993, 0.696601
2094,   0.7993, 0.696074
2095,   0.7993, 0.689644
2096,   0.7993, 0.694102
2097,   0.7993, 0.700656
2098,   0.7993, 0.699303
2099,   0.7993, 0.697851
2100,   0.7993,  0.70196
2101,   0.7993, 0.701553
2102,   0.7993, 0.701287
2103,   0.7993, 0.691253
2104,   0.7993, 0.696537
2105,   0.7993, 0.701845
2106,   0.7993, 0.703885
2107,   0.7993, 0.699847
2108,   0.7993, 0.698218
2109,   0.7993, 0.700409
2110,   0.7993, 0.701237
2111,   0.7993, 0.693649
2112,   0.7993, 0.703258
2113,   0.7993, 0.699702
2114,   0.7993, 0.704305
2115,   0.7993, 0.698623
2116,   0.7993, 0.706554
2117,   0.7993, 0.697623
2118,   0.7993, 0.698049
2119,   0.7993, 0.693677
2120,   0.7993, 0.698604
2121,   0.7993, 0.691349
2122,   0.7993, 0.690585
2123,   0.7993, 0.696886
2124,   0.7993, 0.697475
2125,   0.7993, 0.696289
2126,   0.7993, 0.692229
2127,   0.7993,   0.6901
2128,   0.7993, 0.684497
2129,   0.7993, 0.692413
2130,   0.7993, 0.698921
2131,   0.7993, 0.699969
2132,   0.7993, 0.698361
2133,   0.7993, 0.706661
2134,   0.7993, 0.699618
2135,   0.7993, 0.701135
2136,   0.7993, 0.700674
2137,   0.7993, 0.702277
2138,   0.7993, 0.686846
2139,   0.7993, 0.683203
2140,   0.7993, 0.694465
2141,   0.7993, 0.706837
2142,   0.7993, 0.698219
2143,   0.7993, 0.693028
2144,   0.7993, 0.695385
2145,   0.7993,  0.70049
2146,   0.7993, 0.698235
2147,   0.7993, 0.689299
2148,   0.7993, 0.701609
2149,   0.7993, 0.690177
2150,   0.7993, 0.694287
2151,   0.7993, 0.701048
2152,   0.7993, 0.694628
2153,   0.7993, 0.698287
2154,   0.7993, 0.700851
2155,   0.7993, 0.695197
2156,   0.7993, 0.693153
2157,   0.7993, 0.694902
2158,   0.7993, 0.701613
2159,   0.7993, 0.697417
2160,   0.7993, 0.705954
2161,   0.7993, 0.697818
2162,   0.7993, 0.703073
2163,   0.7993,  0.69898
2164,   0.7993, 0.703669
2165,   0.7993,  0.69767
2166,   0.7993, 0.695642
2167,   0.7993, 0.697859
2168,   0.7993, 0.703778
2169,   0.7993, 0.705495
2170,   0.7993, 0.699394
2171,   0.7993, 0.699555
2172,   0.7993, 0.692479
2173,   0.7993, 0.694962
2174,   0.7993,  0.69729
2175,   0.7993, 0.695349
2176,   0.7993, 0.686042
2177,   0.7993, 0.696596
2178,   0.7993, 0.701407
2179,   0.7993, 0.694959
2180,   0.7993, 0.689884
2181,   0.7993,  0.70134
2182,   0.7993, 0.700204
2183,   0.7993, 0.708091
2184,   0.7993, 0.700887
2185,   0.7993, 0.698806
2186,   0.7993, 0.701823
2187,   0.7993,  0.70514
2188,   0.7993, 0.702842
2189,   0.7993, 0.701905
2190,   0.7993,  0.70546
2191,   0.7993, 0.692544
2192,   0.7993, 0.682943
2193,   0.7993, 0.687728
2194,   0.7993, 0.683915
2195,   0.7993, 0.698039
2196,   0.7993, 0.696082
2197,   0.7993, 0.692464
2198,   0.7993, 0.692094
2199,   0.7993, 0.689123
2200,   0.7993, 0.690191
2201,   0.7993, 0.703435
2202,   0.7993, 0.708391
2203,   0.7993,  0.70016
2204,   0.7993, 0.694479
2205,   0.7993, 0.700713
2206,   0.7993, 0.696968
2207,   0.7993, 0.699395
2208,   0.7993, 0.697324
2209,   0.7993, 0.700766
2210,   0.7993, 0.695495
2211,   0.7993, 0.700697
2212,   0.7993, 0.702639
2213,   0.7993, 0.695169
2214,   0.7993, 0.695585
2215,   0.7993, 0.693963
2216,   0.7993,  0.68847
2217,   0.7993, 0.695726
2218,   0.7993, 0.683684
2219,   0.7993, 0.692856
2220,   0.7993, 0.700324
2221,   0.7993, 0.702103
2222,   0.7993, 0.698789
2223,   0.7993, 0.702458
2224,   0.7993, 0.692938
2225,   0.7993, 0.696934
2226,   0.7993, 0.703185
2227,   0.7993, 0.700004
2228,   0.7993, 0.699797
2229,   0.7993, 0.699394
2230,   0.7993, 0.693619
2231,   0.7993, 0.695607
2232,   0.7993, 0.696742
2233,   0.7993, 0.699009
2234,   0.7993, 0.708343
2235,   0.7993, 0.697672
2236,   0.7993, 0.691997
2237,   0.7993, 0.701503
2238,   0.7993, 0.694185
2239,   0.7993, 0.702663
2240,   0.7993, 0.707408
2241,   0.7993, 0.700108
2242,   0.7993,  0.69711
2243,   0.7993, 0.694654
2244,   0.7993, 0.698479
2245,   0.7993, 0.695551
2246,   0.7993, 0.693516
2247,   0.7993, 0.706982
2248,   0.7993, 0.699566
2249,   0.7993, 0.691718
2250,   0.7993, 0.698183
2251,   0.7993, 0.695939
2252,   0.7993, 0.700435
2253,   0.7993, 0.695405
2254,   0.7993, 0.686766
2255,   0.7993, 0.689438
2256,   0.7993, 0.692165
2257,   0.7993,  0.69518
2258,   0.7993, 0.694506
2259,   0.7993, 0.695064
2260,   0.7993, 0.698314
2261,   0.7993, 0.701052
2262,   0.7993, 0.681262
2263,   0.7993, 0.688821
2264,   0.7993, 0.695679
2265,   0.7993, 0.692917
2266,   0.7993, 0.700316
2267,   0.7993, 0.694872
2268,   0.7993, 0.698967
2269,   0.7993, 0.695333
2270,   0.7993, 0.693583
2271,   0.7993, 0.694708
2272,   0.7993, 0.693222
2273,   0.7993, 0.693636
2274,   0.7993, 0.696673
2275,   0.7993, 0.699744
2276,   0.7993, 0.695912
2277,   0.7993, 0.702763
2278,   0.7993, 0.698404
2279,   0.7993, 0.700122
2280,   0.7993, 0.688564
2281,   0.7993, 0.694209
2282,   0.7993, 0.694426
2283,   0.7993, 0.698918
2284,   0.7993,  0.69772
2285,   0.7993, 0.689121
2286,   0.7993,  0.70554
2287,   0.7993, 0.700876
2288,   0.7993, 0.697409
2289,   0.7993,  0.69569
2290,   0.7993, 0.699093
2291,   0.7993, 0.692102
2292,   0.7993,  0.70159
2293,   0.7993, 0.694929
2294,   0.7993, 0.698078
2295,   0.7993, 0.705459
2296,   0.7993, 0.701714
2297,   0.7993, 0.698651
2298,   0.7993, 0.695082
2299,   0.7993, 0.694117
2300,   0.7993, 0.695071
2301,   0.7993, 0.700826
2302,   0.7993, 0.700777
2303,   0.7993, 0.698035
2304,   0.7993, 0.692811
2305,   0.7993, 0.696069
2306,   0.7993, 0.697755
2307,   0.7993, 0.687793
2308,   0.7993, 0.693855
2309,   0.7993, 0.696951
2310,   0.7993, 0.698698
2311,   0.7993, 0.700786
2312,   0.7993, 0.694422
2313,   0.7993, 0.701298
2314,   0.7993, 0.702966
2315,   0.7993, 0.702515
2316,   0.7993, 0.692275
2317,   0.7993, 0.694264
2318,   0.7993, 0.697749
2319,   0.7993, 0.691294
2320,   0.7993, 0.697041
2321,   0.7993, 0.689439
2322,   0.7993, 0.693135
2323,   0.7993, 0.691914
2324,   0.7993, 0.695217
2325,   0.7993, 0.707142
2326,   0.7993, 0.704946
2327,   0.7993, 0.694523
2328,   0.7993, 0.695274
2329,   0.7993, 0.704314
2330,   0.7993, 0.704464
2331,   0.7993, 0.704684
2332,   0.7993, 0.693881
2333,   0.7993, 0.703113
2334,   0.7993, 0.699386
2335,   0.7993, 0.697948
2336,   0.7993, 0.704183
2337,   0.7993, 0.696907
2338,   0.7993, 0.696784
2339,   0.7993, 0.686807
2340,   0.7993, 0.692735
2341,   0.7993, 0.687249
2342,   0.7993, 0.687821
2343,   0.7993,  0.69555
2344,   0.7993, 0.693028
2345,   0.7993, 0.689782
2346,   0.7993, 0.694046
2347,   0.7993, 0.691042
2348,   0.7993, 0.698189
2349,   0.7993, 0.698663
2350,   0.7993, 0.686463
2351,   0.7993, 0.693183
2352,   0.7993, 0.697002
2353,   0.7993, 0.688126
2354,   0.7993, 0.697362
2355,   0.7993, 0.699485
2356,   0.7993, 0.698825
2357,   0.7993, 0.686441
2358,   0.7993,  0.68227
2359,   0.7993, 0.681771
2360,   0.7993,  0.69812
2361,   0.7993, 0.690774
2362,   0.7993, 0.692308
2363,   0.7993, 0.705442
2364,   0.7993, 0.696659
2365,   0.7993, 0.691927
2366,   0.7993, 0.689972
2367,   0.7994, 0.700304
2368,   0.7994, 0.702129
2369,   0.7994, 0.695907
2370,   0.7994, 0.685482
2371,   0.7994, 0.691386
2372,   0.7994,  0.69722
2373,   0.7994, 0.696068
2374,   0.7994, 0.689982
2375,   0.7994, 0.697869
2376,   0.7994, 0.698031
2377,   0.7994,  0.69296
2378,   0.7994, 0.705977
2379,   0.7994, 0.698939
2380,   0.7994, 0.695153
2381,   0.7994,  0.70682
2382,   0.7994, 0.701647
2383,   0.7994, 0.694058
2384,   0.7994, 0.696728
2385,   0.7994, 0.695342
2386,   0.7994, 0.688412
2387,   0.7994, 0.692617
2388,   0.7994, 0.696963
2389,   0.7994, 0.700348
2390,   0.7994, 0.692629
2391,   0.7994, 0.696387
2392,   0.7994, 0.700245
2393,   0.7994, 0.693094
2394,   0.7994, 0.691368
2395,   0.7994, 0.683306
2396,   0.7994, 0.688295
2397,   0.7994, 0.692899
2398,   0.7994, 0.702887
2399,   0.7994, 0.702085
2400,   0.7994, 0.704575
2401,   0.7994, 0.701105
2402,   0.7994, 0.685176
2403,   0.7994, 0.696082
2404,   0.7994, 0.691245
2405,   0.7994, 0.698998
2406,   0.7994, 0.697003
2407,   0.7994, 0.704656
2408,   0.7994, 0.698991
2409,   0.7997, 0.699925
2410,   0.7997, 0.699565
2411,   0.7997, 0.691584
2412,   0.7997, 0.690115
2413,   0.7997, 0.692971
2414,   0.7997, 0.694363
2415,   0.7997, 0.704213
2416,   0.7997, 0.692931
2417,   0.7997, 0.699827
2418,   0.7997, 0.688204
2419,   0.7997, 0.697993
2420,   0.7997, 0.694372
2421,   0.7997, 0.696085
2422,   0.7997,  0.69764
2423,   0.7997, 0.699049
2424,   0.7997, 0.685637
2425,   0.7997, 0.701383
2426,   0.7997, 0.701654
2427,   0.7997,  0.70064
2428,   0.7997, 0.690662
2429,   0.7997, 0.697354
2430,   0.7997, 0.695606
2431,   0.7997, 0.703147
2432,   0.7997, 0.696528
2433,   0.7997, 0.691098
2434,   0.7997, 0.688749
2435,   0.7997,  0.69778
2436,   0.7997, 0.693637
2437,   0.7997, 0.689609
2438,   0.7997, 0.691958
2439,   0.7997, 0.700408
2440,   0.7997, 0.697559
2441,   0.7997, 0.699437
2442,   0.7997, 0.698745
2443,   0.7997, 0.684999
2444,   0.7997, 0.695063
2445,   0.7997, 0.704274
2446,   0.7997, 0.697361
2447,   0.7997, 0.707476
2448,   0.7997, 0.695149
2449,   0.7997, 0.694815
2450,   0.7997, 0.691014
2451,   0.7997, 0.701858
2452,   0.7997, 0.693119
2453,   0.7997, 0.696068
2454,   0.7997, 0.690991
2455,   0.7997, 0.694976
2456,   0.7997, 0.692429
2457,   0.7997, 0.697034
2458,   0.7997, 0.696352
2459,   0.7997, 0.689576
2460,   0.7997, 0.700168
2461,   0.7997, 0.696217
2462,   0.7997, 0.686534
2463,   0.7997, 0.690006
2464,   0.7997, 0.686319
2465,   0.7997, 0.697245
2466,   0.7997, 0.698311
2467,   0.7997,  0.69578
2468,   0.7997, 0.687128
2469,   0.7997, 0.692931
2470,   0.7997, 0.695683
2471,   0.7997, 0.704565
2472,   0.7997, 0.699762
2473,   0.7997, 0.700314
2474,   0.7997,  0.69182
2475,   0.7997, 0.695614
2476,   0.7997, 0.696655
2477,   0.7997, 0.692116
2478,   0.7997, 0.688609
2479,   0.7997, 0.692526
2480,   0.7997,  0.69412
2481,   0.7997, 0.701506
2482,   0.7997, 0.693121
2483,   0.7997, 0.694011
2484,   0.7997, 0.699262
2485,   0.7997, 0.691926
2486,   0.7997, 0.697362
2487,   0.7997, 0.699745
2488,   0.7997, 0.699506
2489,   0.7997, 0.703363
2490,   0.7997, 0.691395
2491,   0.7997, 0.695931
2492,   0.7997, 0.697284
2493,   0.7997, 0.694781
2494,   0.7997, 0.698883
2495,   0.7997, 0.710486
2496,   0.7997, 0.698001
2497,   0.7997, 0.697251
2498,   0.7997, 0.691191
2499,   0.7997, 0.695977
2500,   0.7997, 0.692106
2501,   0.7997, 0.694266
2502,   0.7997,  0.69911
2503,   0.7997, 0.702043
2504,   0.7997, 0.700229
2505,   0.7997, 0.696947
2506,   0.7997, 0.689784
2507,   0.7997, 0.680904
2508,   0.7997, 0.700482
2509,   0.7997,  0.70391
2510,   0.7997,  0.70082
2511,   0.7997, 0.706371
2512,   0.7997, 0.696921
2513,   0.7997, 0.696892
2514,   0.7997, 0.701728
2515,   0.7997, 0.699155
2516,   0.7997, 0.701406
2517,   0.7997, 0.700953
2518,   0.7997, 0.694554
2519,   0.7997, 0.688976
2520,   0.7997, 0.696617
2521,   0.7997, 0.690174
2522,   0.7997, 0.691047
2523,   0.7997, 0.697329
2524,   0.7997, 0.705079
2525,   0.7997, 0.705712
2526,   0.7997, 0.696097
2527,   0.7997, 0.701005
2528,   0.7997, 0.696346
2529,   0.7997, 0.695919
2530,   0.7997, 0.698445
2531,   0.7997, 0.702964
2532,   0.7997, 0.694139
2533,   0.7997, 0.697286
2534,   0.7997, 0.688592
2535,   0.7997, 0.694423
2536,   0.7997,  0.68568
2537,   0.7997, 0.689618
2538,   0.7997, 0.699742
2539,   0.7997, 0.699349
2540,   0.7997, 0.692125
2541,   0.7997, 0.689176
2542,   0.7997, 0.700881
2543,   0.7997, 0.688797
2544,   0.7997,  0.69347
2545,   0.7997, 0.689851
2546,   0.7997, 0.695797
2547,   0.7997, 0.683847
2548,   0.7997, 0.696832
2549,   0.7997, 0.705157
2550,   0.7997, 0.699536
2551,   0.7997, 0.699867
2552,   0.7997,  0.69726
2553,   0.7997, 0.689936
2554,   0.7997, 0.692864
2555,   0.7997, 0.690536
2556,   0.7997, 0.695933
2557,   0.7997, 0.701424
2558,   0.7997, 0.702059
2559,   0.7997, 0.690116
2560,   0.7997, 0.700917
2561,   0.7997, 0.706227
2562,   0.7997,  0.69744
2563,   0.7997, 0.696441
2564,   0.7997, 0.691077
2565,   0.7997, 0.691787
2566,   0.7997,  0.68849
2567,   0.7997, 0.700461
2568,   0.7997, 0.696051
2569,   0.7997, 0.693527
2570,   0.7997, 0.698097
2571,   0.7997, 0.701463
2572,   0.7997, 0.707648
2573,   0.7997,  0.70225
2574,   0.7997, 0.697586
2575,   0.7997, 0.701034
2576,   0.7997,  0.70715
2577,   0.7997, 0.697652
2578,   0.7997, 0.695471
2579,   0.7997, 0.699615
2580,   0.7997, 0.698135
2581,   0.7997, 0.697948
2582,   0.7997, 0.704549
2583,   0.7997, 0.694424
2584,   0.7997, 0.704999
2585,   0.7997, 0.702647
2586,   0.7997, 0.703673
2587,   0.7997, 0.698916
2588,   0.7997, 0.692716
2589,   0.7997, 0.692655
2590,   0.7997, 0.692713
2591,   0.7997, 0.698144
2592,   0.7997, 0.706132
2593,   0.7997, 0.695674
2594,   0.7997, 0.701648
2595,   0.7997, 0.691449
2596,   0.7997, 0.687633
2597,   0.7997, 0.691778
2598,   0.7997, 0.696225
2599,   0.7997, 0.688345
2600,   0.7997, 0.696517
2601,   0.7997,  0.69744
2602,   0.7997, 0.694141
2603,   0.7997, 0.688862
2604,   0.7997, 0.699392
2605,   0.7997, 0.692185
2606,   0.7997, 0.688294
2607,   0.7997, 0.694754
2608,   0.7997, 0.686137
2609,   0.7997, 0.687124
2610,   0.7997, 0.693318
2611,   0.7997,   0.6957
2612,   0.7997, 0.693172
2613,   0.7997, 0.697118
2614,   0.7997, 0.701979
2615,   0.7997, 0.702066
2616,   0.7997, 0.690099
2617,   0.7997, 0.688654
2618,   0.7997, 0.690184
2619,   0.7997, 0.697686
2620,   0.7997,  0.70803
2621,   0.7997, 0.697944
2622,   0.7997, 0.706493
2623,   0.7997, 0.700316
2624,   0.7997, 0.693344
2625,   0.7997, 0.691872
2626,   0.7997, 0.702423
2627,   0.7997, 0.694111
2628,   0.7997, 0.691797
2629,   0.7997, 0.695763
2630,   0.7997, 0.703455
2631,   0.7997, 0.700965
2632,   0.7997, 0.691508
2633,   0.7997, 0.701661
2634,   0.7997, 0.694108
2635,   0.7997, 0.692572
2636,   0.7997, 0.686031
2637,   0.7997, 0.689232
2638,   0.7997,  0.69907
2639,   0.7997, 0.696993
2640,   0.7997, 0.696482
2641,   0.7997, 0.703887
2642,   0.7997, 0.700848
2643,   0.7997,  0.70103
2644,   0.7997, 0.690685
2645,   0.7997, 0.699487
2646,   0.7997, 0.699451
2647,   0.7997,  0.69145
2648,   0.7997, 0.693381
2649,   0.7997, 0.695558
2650,   0.7997, 0.699952
2651,   0.7997, 0.702195
2652,   0.7997, 0.703087
2653,   0.7997, 0.707755
2654,   0.7998, 0.706959
2655,   0.7998, 0.698891
2656,   0.7998, 0.698808
2657,   0.7998, 0.698695
2658,   0.7998, 0.684948
2659,   0.7998, 0.695046
2660,   0.7998, 0.696921
2661,   0.7998, 0.706084
2662,   0.7998, 0.697899
2663,   0.7998, 0.695212
2664,   0.7998, 0.694757
2665,   0.7998, 0.700077
2666,   0.7998, 0.693112
2667,   0.7998, 0.691001
2668,   0.7998, 0.690217
2669,   0.7998,   0.6901
2670,   0.7998, 0.693968
2671,   0.7998, 0.689855
2672,   0.7998, 0.696181
2673,   0.7998, 0.704396
2674,   0.7998, 0.700276
2675,   0.7998, 0.697527
2676,   0.7998, 0.702341
2677,   0.7998, 0.695257
2678,   0.7998, 0.702869
2679,   0.7998, 0.701168
2680,   0.7998, 0.694246
2681,   0.7998, 0.695804
2682,   0.7998, 0.699291
2683,   0.7998, 0.699091
2684,   0.7998, 0.700539
2685,   0.7998, 0.699122
2686,   0.7998, 0.690125
2687,   0.7998, 0.680461
2688,   0.7998, 0.691333
2689,   0.7998, 0.696509
2690,   0.7998, 0.691074
2691,   0.7998, 0.691851
2692,   0.7998, 0.687325
2693,   0.7998, 0.693966
2694,   0.7998, 0.694138
2695,   0.7998, 0.691305
2696,   0.7998, 0.704551
2697,   0.8001, 0.698061
2698,   0.8001, 0.697137
2699,   0.8001,  0.68657
2700,   0.8001, 0.685828
2701,   0.8001, 0.690092
2702,   0.8001, 0.689425
2703,   0.8001, 0.696794
2704,   0.8001, 0.690257
2705,   0.8001, 0.699617
2706,   0.8001, 0.695785
2707,   0.8001, 0.698956
2708,   0.8001, 0.703745
2709,   0.8001, 0.706469
2710,   0.8001, 0.692466
2711,   0.8001, 0.697649
2712,   0.8001, 0.707331
2713,   0.8001,  0.69695
2714,   0.8001, 0.686538
2715,   0.8001, 0.694684
2716,   0.8001, 0.688074
2717,   0.8001, 0.699937
2718,   0.8001, 0.704595
2719,   0.8001, 0.699212
2720,   0.8001, 0.693751
2721,   0.8001, 0.698331
2722,   0.8001, 0.688527
2723,   0.8001, 0.700813
2724,   0.8001, 0.698121
2725,   0.8001, 0.692789
2726,   0.8001, 0.691108
2727,   0.8001, 0.691548
2728,   0.8001, 0.695526
2729,   0.8001, 0.694673
2730,   0.8001, 0.700713
2731,   0.8001, 0.697965
2732,   0.8001, 0.704776
2733,   0.8001, 0.699223
2734,   0.8001,  0.70116
2735,   0.8001, 0.695491
2736,   0.8001, 0.691708
2737,   0.8001,  0.69594
2738,   0.8001, 0.697491
2739,   0.8001, 0.690636
2740,   0.8001, 0.686919
2741,   0.8001,  0.69459
2742,   0.8001, 0.699952
2743,   0.8001, 0.698689
2744,   0.8001, 0.698458
2745,   0.8001, 0.692394
2746,   0.8001, 0.697461
2747,   0.8001, 0.696454
2748,   0.8001, 0.697115
2749,   0.8001,   0.6886
2750,   0.8001, 0.699423
2751,   0.8001, 0.700582
2752,   0.8001, 0.703728
2753,   0.8001, 0.701384
2754,   0.8001, 0.693807
2755,   0.8001, 0.699189
2756,   0.8001, 0.693701
2757,   0.8001, 0.699875
2758,   0.8001, 0.693784
2759,   0.8001,  0.69914
2760,   0.8001, 0.703911
2761,   0.8001, 0.692804
2762,   0.8001, 0.697567
2763,   0.8001, 0.699026
2764,   0.8001, 0.694874
2765,   0.8001, 0.700806
2766,   0.8001, 0.690085
2767,   0.8001, 0.696941
2768,   0.8001, 0.691687
2769,   0.8001,  0.68625
2770,   0.8001, 0.701012
2771,   0.8001, 0.692925
2772,   0.8001, 0.696887
2773,   0.8001,  0.69951
2774,   0.8001, 0.698057
2775,   0.8001, 0.691502
2776,   0.8001, 0.691374
2777,   0.8001, 0.691876
2778,   0.8001, 0.692927
2779,   0.8001, 0.694887
2780,   0.8001, 0.698453
2781,   0.8001, 0.695822
2782,   0.8001, 0.692207
2783,   0.8001, 0.692401
2784,   0.8001, 0.696411
2785,   0.8001, 0.697447
2786,   0.8001, 0.697048
2787,   0.8001, 0.689871
2788,   0.8001, 0.694505
2789,   0.8001, 0.695419
