gen, ranking_ternary_onepoint_best, ranking_ternary_onepoint_ave
3733,   0.8393, 0.741821
3734,   0.8393, 0.738967
3735,   0.8393, 0.733165
3736,   0.8393, 0.737407
3737,   0.8393, 0.731307
3738,   0.8393, 0.733356
3739,   0.8393, 0.736431
3740,   0.8393, 0.731485
3741,   0.8393, 0.741666
3742,   0.8393, 0.743454
3743,   0.8393, 0.737298
3744,   0.8393,  0.73905
3745,   0.8393, 0.741178
3746,   0.8393, 0.741806
3747,   0.8393, 0.736602
3748,   0.8393, 0.733572
3749,   0.8393, 0.740027
3750,   0.8393, 0.741147
3751,   0.8393, 0.740386
3752,   0.8393, 0.742649
3753,   0.8393, 0.740189
3754,   0.8393,  0.73833
3755,   0.8393, 0.739935
3756,   0.8393, 0.738617
3757,   0.8393,  0.74155
3758,   0.8393, 0.736059
3759,   0.8393, 0.732656
3760,   0.8393, 0.733981
3761,   0.8393, 0.739647
3762,   0.8393, 0.742343
3763,   0.8393, 0.745051
3764,   0.8393, 0.745966
3765,   0.8393, 0.741157
3766,   0.8393,  0.74468
3767,   0.8393, 0.735593
3768,   0.8393, 0.742034
3769,   0.8393, 0.741097
3770,   0.8393, 0.747527
3771,   0.8393, 0.743404
3772,   0.8393, 0.740215
3773,   0.8393, 0.734199
3774,   0.8393, 0.739001
3775,   0.8393,  0.74079
3776,   0.8393, 0.737539
3777,   0.8393,  0.74139
3778,   0.8393, 0.739144
3779,   0.8393, 0.737999
3780,   0.8393, 0.738426
3781,   0.8393, 0.731577
3782,   0.8393, 0.737729
3783,   0.8393, 0.743971
3784,   0.8393, 0.747843
3785,   0.8393, 0.742591
3786,   0.8393, 0.741068
3787,   0.8393, 0.738621
3788,   0.8393, 0.744977
3789,   0.8393, 0.741007
3790,   0.8393, 0.734224
3791,   0.8393, 0.735445
3792,   0.8393, 0.740242
3793,   0.8393, 0.744164
3794,   0.8393, 0.742859
3795,   0.8393, 0.734878
3796,   0.8393, 0.736676
3797,   0.8393, 0.740117
3798,   0.8393, 0.736072
3799,   0.8393,  0.74184
3800,   0.8393, 0.739187
3801,   0.8393, 0.736222
3802,   0.8393, 0.738097
3803,   0.8393,    0.737
3804,   0.8393, 0.734227
3805,   0.8393, 0.740928
3806,   0.8393, 0.735532
3807,   0.8393, 0.739217
3808,   0.8393, 0.740101
3809,   0.8393, 0.741142
3810,   0.8393, 0.744274
3811,   0.8393, 0.741494
3812,   0.8393, 0.740696
3813,   0.8393,  0.74012
3814,   0.8399, 0.742397
3815,   0.8399, 0.739881
3816,   0.8399, 0.742794
3817,   0.8399, 0.737692
3818,   0.8399, 0.742959
3819,   0.8399,  0.72946
3820,   0.8399, 0.736433
3821,   0.8399,  0.73985
3822,   0.8399, 0.734853
3823,   0.8399, 0.733395
3824,   0.8399, 0.733589
3825,   0.8399, 0.734102
3826,   0.8399, 0.737664
3827,   0.8399, 0.741578
3828,   0.8399, 0.737694
3829,   0.8399, 0.738321
3830,   0.8399, 0.736066
3831,   0.8399, 0.739249
3832,   0.8399, 0.739859
3833,   0.8399, 0.734784
3834,   0.8399, 0.737871
3835,   0.8399, 0.745429
3836,   0.8399, 0.739581
3837,   0.8399,   0.7343
3838,   0.8399, 0.732816
3839,   0.8399, 0.744445
3840,   0.8399, 0.733442
3841,   0.8399, 0.743176
3842,   0.8399, 0.744344
3843,   0.8399, 0.741444
3844,   0.8399, 0.737248
3845,   0.8399, 0.732455
3846,   0.8399, 0.735603
3847,   0.8399, 0.733429
3848,   0.8399, 0.735347
3849,   0.8399,  0.74365
3850,   0.8399, 0.734147
3851,   0.8399, 0.736521
3852,   0.8399, 0.737194
3853,   0.8399, 0.733156
3854,   0.8399, 0.743689
3855,   0.8399, 0.738479
3856,   0.8399, 0.739447
3857,   0.8399, 0.737253
3858,   0.8399, 0.742449
3859,   0.8399, 0.737812
3860,   0.8399, 0.742343
3861,   0.8399,  0.73832
3862,   0.8399, 0.746516
3863,   0.8399, 0.739611
3864,   0.8399, 0.744494
3865,   0.8399, 0.740467
3866,   0.8399, 0.743726
3867,   0.8399, 0.740047
3868,   0.8401, 0.736309
3869,   0.8401, 0.742724
3870,   0.8401, 0.744458
3871,   0.8401, 0.742296
3872,   0.8401,  0.74138
3873,   0.8401,   0.7453
3874,   0.8401, 0.733321
3875,   0.8401, 0.737527
3876,   0.8401, 0.739757
3877,   0.8401, 0.741814
3878,   0.8401, 0.735793
3879,   0.8401, 0.739972
3880,   0.8401, 0.731896
3881,   0.8401, 0.740453
3882,   0.8401, 0.740473
3883,   0.8401, 0.739748
3884,   0.8401, 0.738881
3885,   0.8401, 0.732085
3886,   0.8401, 0.738043
3887,   0.8401, 0.740896
3888,   0.8401, 0.747791
3889,   0.8401, 0.739822
3890,   0.8401,  0.73759
3891,   0.8401, 0.737889
3892,   0.8401,  0.73556
3893,   0.8401, 0.740373
3894,   0.8401, 0.743087
3895,   0.8401, 0.747715
3896,   0.8401, 0.734568
3897,   0.8401, 0.734835
3898,   0.8401,  0.73158
3899,   0.8401, 0.730307
3900,   0.8401, 0.741404
3901,   0.8401, 0.734184
3902,   0.8401, 0.735417
3903,   0.8403, 0.730827
3904,   0.8403, 0.740525
3905,   0.8403, 0.738514
3906,   0.8403, 0.741844
3907,   0.8403, 0.742995
3908,   0.8403, 0.739018
3909,   0.8403, 0.740281
3910,   0.8403, 0.734429
3911,   0.8403, 0.739888
3912,   0.8403, 0.735679
3913,   0.8403, 0.740506
3914,   0.8403, 0.737631
3915,   0.8403, 0.737881
3916,   0.8403, 0.739178
3917,   0.8403, 0.744982
3918,   0.8403, 0.740065
3919,   0.8403, 0.748201
3920,   0.8403, 0.741885
3921,   0.8403, 0.738861
3922,   0.8403, 0.738412
3923,   0.8403,  0.74103
3924,   0.8403, 0.748731
3925,   0.8403, 0.741157
3926,   0.8403, 0.734541
3927,   0.8403, 0.738198
3928,   0.8403, 0.739264
3929,   0.8403,  0.73393
3930,   0.8403, 0.734948
3931,   0.8403,  0.74189
3932,   0.8403, 0.737303
3933,   0.8403, 0.737068
3934,   0.8405, 0.736375
3935,   0.8405, 0.743674
3936,   0.8405, 0.744158
3937,   0.8405, 0.740035
3938,   0.8405, 0.741014
3939,   0.8405, 0.736225
3940,   0.8405,  0.74031
3941,   0.8405,  0.74219
3942,   0.8405, 0.738129
3943,   0.8405,  0.74143
3944,   0.8405, 0.740314
3945,   0.8405, 0.749105
3946,   0.8405, 0.738427
3947,   0.8405, 0.743558
3948,   0.8405, 0.741627
3949,   0.8405, 0.740166
3950,   0.8405, 0.738575
3951,   0.8405, 0.735284
3952,   0.8405, 0.738841
3953,   0.8405, 0.744729
3954,   0.8405,  0.73979
3955,   0.8405, 0.738573
3956,   0.8405, 0.738153
3957,   0.8405, 0.736607
3958,   0.8405, 0.737021
3959,   0.8405, 0.738695
3960,   0.8405, 0.740432
3961,   0.8405, 0.740994
3962,   0.8405, 0.742491
3963,   0.8405, 0.742647
3964,   0.8405, 0.744384
3965,   0.8405, 0.741887
3966,   0.8405, 0.734267
3967,   0.8405, 0.740956
3968,   0.8405,  0.74136
3969,   0.8405, 0.743506
3970,   0.8405, 0.740626
3971,   0.8405,  0.74877
3972,   0.8405, 0.745998
3973,   0.8405, 0.745912
3974,   0.8405, 0.738299
3975,   0.8405, 0.736686
3976,   0.8405, 0.734011
3977,   0.8405, 0.738623
3978,   0.8405, 0.740153
3979,   0.8405, 0.739611
3980,   0.8405, 0.734741
3981,   0.8405, 0.743114
3982,   0.8405, 0.736168
3983,   0.8405, 0.732108
3984,   0.8405,  0.73647
3985,   0.8405, 0.738906
3986,   0.8405, 0.740519
3987,   0.8405, 0.737595
3988,   0.8405, 0.731246
3989,   0.8405, 0.736051
3990,   0.8405,  0.73747
3991,   0.8405, 0.740364
3992,   0.8405, 0.736033
3993,   0.8405, 0.738853
3994,   0.8405, 0.741579
3995,   0.8405, 0.738637
3996,   0.8405, 0.740952
3997,   0.8405, 0.741468
3998,   0.8405, 0.741354
3999,   0.8405, 0.750739
4000,   0.8405, 0.751087
