gen, ranking_scalar_twopoint_best, ranking_scalar_twopoint_ave
1876,   0.7785, 0.652304
1877,   0.7785, 0.656708
1878,   0.7785, 0.648643
1879,   0.7785, 0.643566
1880,   0.7785, 0.648848
1881,   0.7785, 0.649559
1882,   0.7785, 0.647451
1883,   0.7785, 0.652612
1884,   0.7785, 0.645725
1885,   0.7801, 0.648476
1886,   0.7801, 0.642747
1887,   0.7801,  0.63682
1888,   0.7801, 0.627123
1889,   0.7801, 0.650006
1890,   0.7801, 0.645355
1891,   0.7801, 0.652589
1892,   0.7801, 0.643974
1893,   0.7801, 0.642057
1894,   0.7801,  0.64131
1895,   0.7801, 0.642933
1896,   0.7801, 0.650862
1897,   0.7801, 0.640558
1898,   0.7801, 0.643863
1899,   0.7801, 0.639549
1900,   0.7819, 0.640971
1901,   0.7819, 0.643495
1902,   0.7819, 0.629141
1903,   0.7819, 0.642083
1904,   0.7819,  0.64247
1905,   0.7819, 0.648541
1906,   0.7819,  0.65038
1907,   0.7819, 0.648386
1908,   0.7819, 0.642722
1909,   0.7819, 0.631227
1910,   0.7819, 0.653035
1911,   0.7819, 0.647782
1912,   0.7801,  0.64211
1913,   0.7801, 0.651758
1914,   0.7801, 0.645092
1915,   0.7801, 0.644805
1916,   0.7801, 0.640767
1917,   0.7801, 0.639385
1918,   0.7801, 0.643607
1919,   0.7801, 0.644522
1920,   0.7801, 0.656019
1921,   0.7801, 0.651013
1922,   0.7801, 0.641204
1923,   0.7801,  0.63319
1924,   0.7801, 0.641287
1925,   0.7801, 0.639575
1926,   0.7801,  0.63827
1927,   0.7801, 0.643151
1928,   0.7801,   0.6396
1929,   0.7801, 0.641897
1930,   0.7801, 0.637935
1931,   0.7801, 0.646091
1932,   0.7801, 0.642914
1933,   0.7801, 0.640121
1934,   0.7801, 0.652633
1935,   0.7801,   0.6545
1936,   0.7801, 0.641907
1937,   0.7801, 0.649812
1938,   0.7801,    0.639
1939,   0.7801, 0.643068
1940,   0.7801, 0.631228
1941,   0.7801, 0.643096
1942,   0.7801, 0.642084
1943,   0.7801, 0.642277
1944,   0.7801, 0.653807
1945,   0.7801, 0.648337
1946,   0.7801, 0.657781
1947,   0.7801,  0.65802
1948,   0.7801, 0.654178
1949,   0.7801, 0.635573
1950,   0.7801, 0.628281
1951,   0.7801,  0.64233
1952,   0.7801, 0.638707
1953,   0.7801,  0.65116
1954,   0.7801, 0.648643
1955,   0.7801, 0.645641
1956,   0.7801,  0.65393
1957,   0.7801, 0.655328
1958,   0.7801, 0.644859
1959,   0.7801, 0.640499
1960,   0.7801, 0.641606
1961,   0.7801, 0.653211
1962,   0.7801, 0.639281
1963,   0.7801, 0.643789
1964,   0.7801, 0.638929
1965,   0.7801,  0.65171
1966,   0.7801,  0.64211
1967,   0.7801, 0.651186
1968,   0.7801, 0.646834
1969,   0.7801,  0.64381
1970,   0.7801, 0.642047
1971,   0.7801, 0.645338
1972,   0.7801, 0.646671
1973,   0.7801, 0.645034
1974,   0.7801, 0.653653
1975,   0.7801, 0.651725
1976,   0.7801,  0.65664
1977,   0.7801, 0.638026
1978,   0.7801,   0.6597
1979,   0.7801, 0.650086
1980,   0.7801, 0.650545
1981,   0.7801, 0.659374
1982,   0.7801, 0.651927
1983,   0.7804, 0.647381
1984,   0.7804, 0.646972
1985,   0.7804, 0.649932
1986,   0.7804, 0.646999
1987,   0.7804, 0.644859
1988,   0.7804, 0.655754
1989,   0.7804, 0.644163
1990,   0.7804, 0.643653
1991,   0.7804, 0.646359
1992,   0.7804, 0.644194
1993,   0.7804, 0.655227
1994,   0.7804, 0.646662
1995,   0.7804, 0.647257
1996,   0.7804, 0.649061
1997,   0.7804, 0.658246
1998,   0.7804,  0.64911
1999,   0.7804, 0.650691
2000,   0.7804, 0.660219
2001,   0.7804, 0.643243
2002,   0.7804, 0.633627
2003,   0.7804, 0.646804
2004,   0.7804,  0.63963
2005,   0.7804, 0.641381
2006,   0.7804, 0.646858
2007,   0.7804, 0.655405
2008,   0.7804, 0.639084
2009,   0.7804, 0.644468
2010,   0.7804, 0.654748
2011,   0.7804, 0.641602
2012,   0.7804, 0.638197
2013,   0.7804, 0.628431
2014,   0.7804, 0.634097
2015,   0.7804, 0.632513
2016,   0.7804, 0.641634
2017,   0.7804, 0.639863
2018,   0.7804, 0.649523
2019,   0.7804, 0.643234
2020,   0.7804, 0.633871
2021,   0.7804, 0.639722
2022,   0.7804, 0.648897
2023,   0.7804, 0.645263
2024,   0.7804, 0.646622
2025,   0.7804, 0.654213
2026,   0.7804, 0.649844
2027,   0.7804, 0.652839
2028,   0.7804, 0.648892
2029,   0.7804, 0.650646
2030,   0.7804, 0.652193
2031,   0.7804, 0.657717
2032,   0.7804, 0.660393
2033,   0.7804, 0.645553
2034,   0.7804, 0.650498
2035,   0.7804, 0.630867
2036,   0.7804, 0.634949
2037,   0.7804, 0.640853
2038,   0.7804, 0.641841
2039,   0.7804, 0.645956
2040,   0.7804, 0.632224
2041,   0.7804, 0.633465
2042,   0.7804, 0.644626
2043,   0.7804, 0.632308
2044,   0.7804, 0.645833
2045,   0.7804, 0.628959
2046,   0.7804, 0.632984
2047,   0.7804, 0.638186
2048,   0.7804, 0.642269
2049,   0.7782, 0.636987
2050,   0.7782, 0.652711
2051,   0.7782, 0.639715
2052,   0.7782, 0.634684
2053,   0.7782, 0.638363
2054,   0.7782, 0.644994
2055,   0.7782, 0.640187
2056,   0.7782, 0.651696
2057,   0.7782, 0.650374
2058,   0.7782, 0.647859
2059,   0.7782, 0.640686
2060,   0.7782, 0.628361
2061,   0.7782, 0.637688
2062,   0.7782, 0.641993
2063,   0.7782, 0.648296
2064,   0.7782, 0.648806
2065,   0.7782, 0.635083
2066,   0.7782, 0.640777
2067,   0.7782, 0.655359
2068,   0.7782, 0.645562
2069,   0.7782, 0.641055
2070,   0.7782, 0.644588
2071,   0.7782, 0.637633
2072,   0.7782, 0.644757
2073,   0.7782, 0.654073
2074,   0.7782, 0.644497
2075,   0.7782, 0.646798
2076,   0.7782, 0.632974
2077,   0.7782,  0.63811
2078,   0.7782, 0.639977
2079,   0.7782, 0.645827
2080,   0.7782, 0.642177
2081,   0.7782, 0.642493
2082,   0.7782, 0.645831
2083,   0.7782, 0.637981
2084,   0.7782,  0.63805
2085,   0.7782, 0.644623
2086,   0.7782, 0.634208
2087,   0.7782, 0.641074
2088,   0.7782, 0.638661
2089,   0.7782, 0.639527
2090,   0.7782, 0.641601
2091,   0.7782, 0.636666
2092,   0.7782, 0.644752
2093,   0.7782, 0.642765
2094,   0.7782, 0.646361
2095,   0.7782, 0.635457
2096,   0.7782, 0.644549
2097,   0.7782, 0.652661
2098,   0.7782, 0.645168
2099,   0.7782, 0.649233
2100,   0.7782, 0.649065
2101,   0.7782, 0.647789
2102,   0.7782, 0.647977
2103,   0.7782, 0.635212
2104,   0.7782, 0.634689
2105,   0.7782, 0.648449
2106,   0.7782, 0.648981
2107,   0.7782, 0.642092
2108,   0.7782,  0.63756
2109,   0.7782, 0.643618
2110,   0.7782, 0.647321
2111,   0.7782, 0.637056
2112,   0.7782, 0.649628
2113,   0.7782, 0.652998
2114,   0.7782, 0.652808
2115,   0.7782, 0.647732
2116,   0.7782, 0.652666
2117,   0.7782, 0.652462
2118,   0.7782, 0.646617
2119,   0.7782, 0.646331
2120,   0.7782,  0.64654
2121,   0.7782, 0.636897
2122,   0.7782, 0.633774
2123,   0.7782, 0.641719
2124,   0.7782, 0.644571
2125,   0.7782, 0.649329
2126,   0.7782, 0.640004
2127,   0.7782, 0.630152
2128,   0.7782, 0.627294
2129,   0.7782, 0.639158
2130,   0.7782, 0.646472
2131,   0.7782, 0.646381
2132,   0.7782, 0.639888
2133,   0.7782,  0.64958
2134,   0.7782, 0.649263
2135,   0.7782, 0.647887
2136,   0.7782, 0.645403
2137,   0.7782, 0.656452
2138,   0.7782, 0.635187
2139,   0.7782, 0.639175
2140,   0.7782, 0.641288
2141,   0.7782, 0.653588
2142,   0.7782, 0.644593
2143,   0.7782,  0.64063
2144,   0.7782, 0.643856
2145,   0.7782, 0.641429
2146,   0.7813, 0.641356
2147,   0.7813, 0.628099
2148,   0.7813, 0.651092
2149,   0.7813, 0.632574
2150,   0.7813, 0.638252
2151,   0.7813, 0.649576
2152,   0.7813,   0.6343
2153,   0.7813, 0.639063
2154,   0.7813, 0.642526
2155,   0.7813, 0.638775
2156,   0.7813, 0.638249
2157,   0.7813, 0.638298
2158,   0.7813, 0.641297
2159,   0.7813, 0.632694
2160,   0.7813, 0.646629
2161,   0.7813, 0.638781
2162,   0.7813, 0.649866
2163,   0.7813, 0.641234
2164,   0.7816, 0.648785
2165,   0.7816, 0.645276
2166,   0.7816, 0.633407
2167,   0.7816, 0.641194
2168,   0.7816, 0.647593
2169,   0.7816, 0.651734
2170,   0.7816, 0.641497
2171,   0.7816, 0.645216
2172,   0.7816, 0.636177
2173,   0.7816, 0.643991
2174,   0.7816, 0.646795
2175,   0.7816, 0.646099
2176,   0.7816, 0.631873
2177,   0.7816,  0.63945
2178,   0.7816, 0.653246
2179,   0.7816, 0.643239
2180,   0.7816, 0.630663
2181,   0.7816, 0.646079
2182,   0.7816, 0.647838
2183,   0.7816, 0.651809
2184,   0.7816, 0.647601
2185,   0.7816, 0.639897
2186,   0.7816,  0.64935
2187,   0.7816, 0.650302
2188,   0.7816, 0.649456
2189,   0.7816, 0.645855
2190,   0.7816, 0.653881
2191,   0.7816, 0.639467
2192,   0.7816, 0.621616
2193,   0.7816, 0.639598
2194,   0.7816, 0.627594
2195,   0.7816,   0.6411
2196,   0.7816, 0.648685
2197,   0.7816, 0.640624
2198,   0.7816, 0.637196
2199,   0.7816, 0.634608
2200,   0.7816, 0.634613
2201,   0.7816, 0.649318
2202,   0.7798, 0.658596
2203,   0.7798, 0.647659
2204,   0.7798, 0.644359
2205,   0.7798, 0.644045
2206,   0.7798, 0.638198
2207,   0.7798, 0.644607
2208,   0.7798, 0.637628
2209,   0.7798, 0.648504
2210,   0.7798, 0.642877
2211,   0.7798, 0.643656
2212,   0.7798, 0.650341
2213,   0.7798, 0.643557
2214,   0.7798, 0.643839
2215,   0.7798, 0.641479
2216,   0.7798, 0.637359
2217,   0.7826,  0.64376
2218,   0.7826, 0.635427
2219,   0.7826, 0.640766
2220,   0.7826, 0.644966
2221,   0.7826, 0.649906
2222,   0.7826, 0.641943
2223,   0.7826, 0.652113
2224,   0.7826, 0.638829
2225,   0.7826,   0.6427
2226,   0.7826, 0.651732
2227,   0.7826, 0.643548
2228,   0.7826, 0.647273
2229,   0.7826, 0.654337
2230,   0.7826, 0.638601
2231,   0.7826, 0.636382
2232,   0.7826, 0.640693
2233,   0.7826, 0.645508
2234,   0.7849, 0.657079
2235,   0.7849,  0.64477
2236,   0.7849, 0.638407
2237,   0.7849, 0.653031
2238,   0.7849, 0.639394
2239,   0.7849,  0.65343
2240,   0.7849, 0.658068
2241,   0.7849, 0.658601
2242,   0.7849, 0.643418
2243,   0.7849, 0.645226
2244,   0.7849, 0.649247
2245,   0.7849, 0.646399
2246,   0.7849, 0.645367
2247,   0.7849, 0.653089
2248,   0.7849, 0.645738
2249,   0.7849, 0.639586
2250,   0.7849,  0.64195
2251,   0.7849, 0.642663
2252,   0.7849, 0.646287
2253,   0.7849, 0.639689
2254,   0.7849, 0.631334
2255,   0.7849, 0.632513
2256,   0.7849, 0.636079
2257,   0.7849, 0.647033
2258,   0.7849, 0.648112
2259,   0.7849, 0.645978
2260,   0.7849, 0.645062
2261,   0.7849, 0.650734
2262,   0.7849, 0.625938
2263,   0.7849, 0.638198
2264,   0.7849, 0.645271
2265,   0.7849, 0.641561
2266,   0.7849, 0.652876
2267,   0.7849,  0.64084
2268,   0.7849,  0.65296
2269,   0.7849, 0.646232
2270,   0.7849, 0.646855
2271,   0.7849, 0.642714
2272,   0.7849, 0.643418
2273,   0.7849, 0.644812
2274,   0.7849, 0.641316
2275,   0.7849, 0.646389
2276,   0.7849, 0.643804
2277,   0.7849, 0.658063
2278,   0.7849, 0.642111
2279,   0.7849, 0.651425
2280,   0.7849, 0.636976
2281,   0.7849, 0.644272
2282,   0.7849, 0.637824
2283,   0.7849, 0.645614
2284,   0.7849, 0.642405
2285,   0.7849, 0.635504
2286,   0.7849,  0.65599
2287,   0.7849, 0.654283
2288,   0.7833, 0.644899
2289,   0.7833, 0.639196
2290,   0.7833,  0.65338
2291,   0.7833, 0.644922
2292,   0.7833, 0.651952
2293,   0.7833, 0.644497
2294,   0.7833, 0.650912
2295,   0.7833, 0.653603
2296,   0.7833,  0.65011
2297,   0.7833, 0.644726
2298,   0.7833,  0.64202
2299,   0.7833, 0.641291
2300,   0.7833, 0.638574
2301,   0.7833, 0.643937
2302,   0.7833, 0.649225
2303,   0.7833, 0.642856
2304,   0.7833, 0.636763
2305,   0.7833, 0.641012
2306,   0.7833,   0.6465
2307,   0.7833, 0.638167
2308,   0.7833,  0.64711
2309,   0.7833, 0.649745
2310,   0.7833,  0.64976
2311,   0.7833, 0.648399
2312,   0.7833, 0.633636
2313,   0.7833, 0.648284
2314,   0.7864, 0.654415
2315,   0.7864, 0.649723
2316,   0.7864, 0.642505
2317,   0.7864, 0.644043
2318,   0.7864, 0.655867
2319,   0.7864, 0.647166
2320,   0.7864,  0.64446
2321,   0.7864, 0.636589
2322,   0.7864, 0.636532
2323,   0.7864, 0.640852
2324,   0.7864, 0.646303
2325,   0.7864, 0.658622
2326,   0.7864, 0.655976
2327,   0.7864, 0.633043
2328,   0.7864, 0.647731
2329,   0.7864,  0.65691
2330,   0.7864, 0.663188
2331,   0.7864, 0.653484
2332,   0.7864, 0.651386
2333,   0.7864, 0.658177
2334,   0.7864, 0.647678
2335,   0.7864, 0.644444
2336,   0.7864, 0.652076
2337,   0.7864, 0.645918
2338,   0.7864, 0.646008
2339,   0.7864, 0.635111
2340,   0.7853, 0.640826
2341,   0.7853, 0.634025
2342,   0.7853, 0.638371
2343,   0.7853, 0.642785
2344,   0.7853, 0.642911
2345,   0.7853,  0.64351
2346,   0.7853, 0.646878
2347,   0.7853, 0.633395
2348,   0.7853, 0.649146
2349,   0.7853,  0.65133
2350,   0.7853, 0.632188
2351,   0.7853,  0.64416
2352,   0.7853, 0.651736
2353,   0.7853, 0.643646
2354,   0.7853, 0.652281
2355,   0.7853, 0.648817
2356,   0.7853, 0.644839
2357,   0.7853, 0.634392
2358,   0.7884, 0.625021
2359,   0.7884, 0.622723
2360,   0.7884, 0.646849
2361,   0.7884, 0.635765
2362,   0.7884, 0.639458
2363,   0.7884, 0.659359
2364,   0.7884, 0.649243
2365,   0.7884, 0.647573
2366,   0.7884, 0.635906
2367,   0.7884,  0.64233
2368,   0.7884, 0.647497
2369,   0.7884, 0.646319
2370,   0.7884, 0.627653
2371,   0.7884, 0.633226
2372,   0.7884, 0.647038
2373,   0.7884, 0.644283
2374,   0.7884, 0.641159
2375,   0.7884, 0.654114
2376,   0.7884, 0.649962
2377,   0.7884, 0.642936
2378,   0.7884, 0.658044
2379,   0.7884, 0.656713
2380,   0.7884, 0.650792
2381,   0.7884, 0.655558
2382,   0.7884, 0.642955
2383,   0.7884, 0.638157
2384,   0.7884, 0.647388
2385,   0.7884, 0.645429
2386,   0.7884, 0.637048
2387,   0.7884, 0.651298
2388,   0.7871, 0.651396
2389,   0.7871, 0.654044
2390,   0.7871, 0.646439
2391,   0.7871, 0.650418
2392,   0.7871, 0.653768
2393,   0.7871,  0.64939
2394,   0.7871, 0.640934
2395,   0.7871, 0.638517
2396,   0.7871, 0.644794
2397,   0.7871, 0.646425
2398,   0.7871, 0.653825
2399,   0.7871, 0.655264
2400,   0.7871, 0.663385
2401,   0.7871, 0.658637
2402,   0.7871, 0.639158
2403,   0.7871, 0.653058
2404,   0.7871, 0.645307
2405,   0.7871, 0.647862
2406,   0.7871, 0.646608
2407,   0.7871, 0.666336
2408,   0.7871, 0.654596
2409,   0.7871, 0.659449
2410,   0.7871, 0.652473
2411,   0.7871, 0.639955
2412,   0.7871, 0.644824
2413,   0.7871, 0.649537
2414,   0.7834, 0.644951
2415,   0.7834, 0.657323
2416,   0.7834,  0.64637
2417,   0.7834, 0.656973
2418,   0.7834, 0.644114
2419,   0.7834,  0.64556
2420,   0.7834, 0.647944
2421,   0.7834, 0.647858
2422,   0.7834,  0.64703
2423,   0.7834, 0.645404
2424,   0.7834,  0.63671
2425,   0.7834, 0.648368
2426,   0.7834, 0.651734
2427,   0.7834, 0.650488
2428,   0.7844, 0.643331
2429,   0.7844, 0.649357
2430,   0.7844, 0.651344
2431,   0.7844, 0.656474
2432,   0.7844, 0.647316
2433,   0.7844, 0.636595
2434,   0.7844, 0.636253
2435,   0.7844, 0.648552
2436,   0.7844, 0.646308
2437,   0.7844, 0.644906
2438,   0.7844, 0.642222
2439,   0.7844, 0.657296
2440,   0.7844, 0.652797
2441,   0.7844,  0.65172
2442,   0.7844, 0.650624
2443,   0.7844, 0.627696
2444,   0.7844, 0.639395
2445,   0.7844, 0.652711
2446,   0.7855, 0.644799
2447,   0.7855, 0.661021
2448,   0.7855, 0.643197
2449,   0.7855, 0.643733
2450,   0.7855, 0.639238
2451,   0.7855,  0.65746
2452,   0.7855, 0.653217
2453,   0.7855, 0.649684
2454,   0.7855, 0.650656
2455,   0.7855, 0.645757
2456,   0.7855, 0.638403
2457,   0.7855, 0.646344
2458,   0.7855, 0.643941
2459,   0.7855, 0.641428
2460,   0.7855,  0.65275
2461,   0.7855, 0.640707
2462,   0.7855,  0.63124
2463,   0.7855, 0.641385
2464,   0.7855, 0.633357
2465,   0.7855, 0.646725
2466,   0.7857, 0.648989
2467,   0.7857, 0.650064
2468,   0.7857, 0.638516
2469,   0.7857, 0.645004
2470,   0.7857,  0.64831
2471,   0.7857, 0.654428
2472,   0.7857, 0.648004
2473,   0.7857, 0.648703
2474,   0.7857, 0.638542
2475,   0.7857,  0.64674
2476,   0.7857, 0.640756
2477,   0.7857, 0.641374
2478,   0.7857, 0.635888
2479,   0.7857, 0.642615
2480,   0.7857,  0.64509
2481,   0.7857, 0.657027
2482,   0.7857, 0.647771
2483,   0.7857, 0.648754
2484,   0.7857, 0.654914
2485,   0.7857, 0.639105
2486,   0.7857, 0.646528
2487,   0.7857,  0.64935
2488,   0.7857, 0.650846
2489,   0.7857, 0.663204
2490,   0.7857, 0.636867
2491,   0.7857, 0.638961
2492,   0.7857, 0.644087
2493,   0.7857,  0.64724
2494,   0.7857, 0.649458
2495,   0.7857, 0.666576
2496,   0.7857, 0.655373
2497,   0.7857, 0.651616
2498,   0.7857, 0.641448
2499,   0.7857, 0.651874
2500,   0.7857, 0.646536
2501,   0.7857, 0.649664
2502,   0.7857, 0.648489
2503,   0.7857,  0.65164
2504,   0.7857, 0.653423
2505,   0.7857, 0.650134
2506,   0.7857, 0.638482
2507,   0.7857, 0.631113
2508,   0.7857, 0.650093
2509,   0.7857, 0.651776
2510,   0.7857, 0.648967
2511,   0.7857, 0.658673
2512,   0.7857,  0.64914
2513,   0.7857, 0.648026
2514,   0.7857, 0.652476
2515,   0.7857, 0.647177
2516,   0.7857, 0.648422
2517,   0.7857, 0.654942
2518,   0.7851, 0.647725
2519,   0.7851, 0.641242
2520,   0.7851, 0.649601
2521,   0.7851,  0.64584
2522,   0.7855, 0.635294
2523,   0.7855, 0.646119
2524,   0.7855,  0.64825
2525,   0.7855, 0.653533
2526,   0.7855, 0.644704
2527,   0.7855, 0.659657
2528,   0.7855, 0.651196
2529,   0.7855, 0.645509
2530,   0.7855, 0.651725
2531,   0.7855, 0.659808
2532,   0.7855, 0.646942
2533,   0.7855, 0.646466
2534,   0.7855, 0.646937
2535,   0.7855,  0.64295
2536,   0.7855, 0.635656
2537,   0.7855, 0.645478
2538,   0.7855, 0.659737
2539,   0.7855, 0.668204
2540,   0.7855, 0.650402
2541,   0.7855, 0.646387
2542,   0.7855,  0.65655
2543,   0.7855, 0.639247
2544,   0.7855, 0.646947
2545,   0.7855, 0.638566
2546,   0.7855, 0.646604
2547,   0.7855, 0.631067
2548,   0.7855, 0.648763
2549,   0.7855, 0.655139
2550,   0.7855, 0.659333
2551,   0.7855,  0.66517
2552,   0.7855, 0.659433
2553,   0.7855, 0.653536
2554,   0.7855, 0.650919
2555,   0.7855, 0.649776
2556,   0.7855, 0.652005
2557,   0.7855, 0.647412
2558,   0.7855, 0.650007
2559,   0.7855, 0.643594
2560,   0.7855, 0.652889
2561,   0.7855,  0.65392
2562,   0.7855, 0.643727
2563,   0.7855, 0.641429
2564,   0.7855, 0.636462
2565,   0.7855, 0.644949
2566,   0.7855, 0.639588
2567,   0.7855, 0.655244
2568,   0.7855, 0.647425
2569,   0.7855, 0.648674
2570,   0.7855, 0.652331
2571,   0.7855, 0.658434
2572,   0.7855, 0.659474
2573,   0.7855, 0.654423
2574,   0.7855, 0.647833
2575,   0.7855, 0.652276
2576,   0.7855, 0.660737
2577,   0.7855,  0.64636
2578,   0.7855,  0.64231
2579,   0.7855,  0.64698
2580,   0.7855, 0.644821
2581,   0.7855, 0.647382
2582,   0.7855,  0.65273
2583,   0.7855, 0.643676
2584,   0.7855,  0.65983
2585,   0.7855,  0.65305
2586,   0.7855, 0.660348
2587,   0.7855, 0.654392
2588,   0.7855,  0.64186
2589,   0.7855,  0.64112
2590,   0.7855, 0.638802
2591,    0.785, 0.646383
2592,    0.785, 0.653984
2593,    0.785, 0.645349
2594,    0.785, 0.657226
2595,    0.785, 0.648955
2596,    0.785, 0.644446
2597,    0.785, 0.647063
2598,    0.785, 0.642316
2599,    0.785, 0.630061
2600,    0.785, 0.642573
2601,    0.785, 0.641609
2602,    0.785,  0.64365
2603,    0.785, 0.633636
2604,    0.785, 0.654415
2605,    0.785, 0.647621
2606,    0.785, 0.636114
2607,    0.785, 0.648189
2608,    0.785, 0.635166
2609,    0.785, 0.633961
2610,    0.785, 0.643079
2611,    0.785, 0.644556
2612,    0.785, 0.643432
2613,    0.785, 0.643345
2614,    0.785, 0.652085
2615,    0.785, 0.654365
2616,    0.785, 0.632769
2617,   0.7839, 0.640671
2618,   0.7839,   0.6416
2619,   0.7839, 0.655864
2620,   0.7839, 0.663751
2621,   0.7839, 0.647762
2622,   0.7839, 0.661045
2623,   0.7839, 0.651675
2624,   0.7839, 0.652261
2625,   0.7839, 0.638353
2626,   0.7839, 0.653519
2627,   0.7839, 0.639047
2628,   0.7839, 0.641472
2629,   0.7839, 0.646575
2630,   0.7839, 0.654219
2631,   0.7839,  0.64828
2632,   0.7839, 0.637112
2633,   0.7839, 0.655285
2634,   0.7839, 0.643169
2635,   0.7839, 0.644448
2636,   0.7839, 0.636577
2637,   0.7839,  0.63499
2638,   0.7839, 0.650799
2639,   0.7839, 0.649849
2640,   0.7839, 0.647095
2641,   0.7839, 0.660177
2642,   0.7839, 0.656787
2643,   0.7839, 0.649123
2644,   0.7839, 0.639039
2645,   0.7839, 0.651972
2646,   0.7839,  0.64997
2647,   0.7839, 0.645727
2648,   0.7839, 0.649046
2649,   0.7839, 0.648428
2650,   0.7839, 0.654355
2651,   0.7839, 0.659535
2652,   0.7839,  0.65517
2653,   0.7839, 0.659459
2654,   0.7839, 0.652755
2655,   0.7839, 0.649062
2656,   0.7839, 0.650806
2657,   0.7839, 0.650579
2658,   0.7839, 0.631356
2659,   0.7839, 0.643337
2660,   0.7839, 0.645476
2661,   0.7839,  0.65451
2662,   0.7839, 0.645863
2663,   0.7839, 0.645222
2664,   0.7839, 0.638018
2665,   0.7839, 0.650397
2666,   0.7839, 0.638442
2667,   0.7839, 0.646164
2668,   0.7839, 0.642028
2669,   0.7839, 0.636135
2670,   0.7839, 0.643646
2671,   0.7839, 0.648751
2672,   0.7839, 0.653803
2673,   0.7839, 0.659775
2674,   0.7839, 0.656023
2675,   0.7839, 0.653684
2676,   0.7839, 0.651861
2677,   0.7839, 0.643445
2678,   0.7839, 0.648474
2679,   0.7839, 0.655824
2680,   0.7839, 0.648436
2681,   0.7839, 0.649234
2682,   0.7839, 0.647572
2683,   0.7839, 0.645846
2684,   0.7839, 0.651497
2685,   0.7839, 0.647904
2686,   0.7839, 0.637869
2687,   0.7839, 0.632719
2688,   0.7839, 0.634595
2689,   0.7839, 0.646303
2690,   0.7859, 0.643879
2691,   0.7859, 0.638782
2692,   0.7859,  0.63541
2693,   0.7859, 0.641912
2694,   0.7859, 0.648004
2695,   0.7859, 0.649449
2696,   0.7859,  0.65769
2697,   0.7859, 0.649447
2698,   0.7859, 0.645317
2699,   0.7859, 0.633654
2700,   0.7859, 0.639183
2701,   0.7859, 0.638159
2702,   0.7859, 0.634459
2703,   0.7859, 0.644172
2704,   0.7859, 0.643159
2705,   0.7859, 0.650791
2706,   0.7859, 0.648982
2707,   0.7859, 0.641414
2708,   0.7859, 0.650357
2709,   0.7859, 0.660186
2710,   0.7859, 0.638847
2711,   0.7859, 0.647636
2712,   0.7859, 0.659621
2713,   0.7859, 0.649939
2714,   0.7859, 0.636701
2715,   0.7859, 0.642184
2716,   0.7859, 0.641026
2717,   0.7859, 0.647954
2718,   0.7859, 0.659715
2719,   0.7859, 0.651329
2720,   0.7859, 0.647123
2721,   0.7859, 0.648086
2722,   0.7859, 0.640571
2723,   0.7859, 0.654149
2724,   0.7859, 0.650349
2725,   0.7859, 0.639365
2726,   0.7859, 0.639662
2727,   0.7859, 0.641759
2728,   0.7859, 0.647532
2729,   0.7859, 0.647845
2730,   0.7859, 0.657646
2731,   0.7859, 0.652536
2732,   0.7859, 0.651128
2733,   0.7859, 0.653581
2734,   0.7859, 0.657941
2735,   0.7859, 0.648889
2736,   0.7859, 0.641587
2737,   0.7859, 0.646865
2738,   0.7859, 0.645818
2739,   0.7859, 0.638424
2740,   0.7859, 0.638439
2741,    0.782, 0.648553
2742,    0.782, 0.650097
2743,    0.782, 0.641045
2744,    0.782, 0.646675
2745,    0.782, 0.644786
2746,    0.782, 0.644193
2747,    0.782, 0.638663
2748,    0.782, 0.642892
2749,    0.782, 0.631648
