gen, roulette_ternary_onepoint_best, roulette_ternary_onepoint_ave
3743,   0.7662, 0.531688
3744,   0.7662, 0.538616
3745,   0.7662, 0.532529
3746,   0.7662, 0.541834
3747,   0.7662, 0.537261
3748,   0.7662, 0.535631
3749,   0.7662, 0.540084
3750,   0.7662, 0.539196
3751,   0.7662, 0.529008
3752,   0.7662, 0.528116
3753,   0.7662, 0.524782
3754,   0.7662, 0.530172
3755,   0.7662, 0.523875
3756,   0.7662,   0.5234
3757,   0.7662, 0.517695
3758,   0.7662,  0.51181
3759,   0.7662, 0.518284
3760,   0.7662, 0.518954
3761,   0.7662,  0.52582
3762,   0.7662, 0.524388
3763,   0.7662, 0.530463
3764,   0.7662, 0.530374
3765,   0.7662, 0.525282
3766,   0.7662, 0.525837
3767,   0.7662, 0.527264
3768,   0.7662, 0.529564
3769,   0.7662, 0.529898
3770,   0.7662,  0.53278
3771,   0.7671, 0.528556
3772,   0.7671, 0.528841
3773,   0.7671, 0.526529
3774,   0.7671, 0.526597
3775,   0.7671, 0.529417
3776,   0.7671, 0.529455
3777,   0.7671, 0.517531
3778,   0.7671, 0.520003
3779,   0.7671,  0.52705
3780,   0.7671, 0.527661
3781,   0.7671, 0.524511
3782,   0.7671, 0.531655
3783,    0.768, 0.522466
3784,    0.768, 0.519496
3785,    0.768, 0.519252
3786,    0.768, 0.520073
3787,    0.768, 0.518638
3788,    0.768, 0.517863
3789,    0.768, 0.519444
3790,    0.768, 0.519037
3791,    0.768,   0.5182
3792,    0.768,  0.52363
3793,    0.768, 0.524332
3794,    0.768, 0.522489
3795,    0.768, 0.520406
3796,   0.7698, 0.521116
3797,   0.7698, 0.516802
3798,   0.7698, 0.520027
3799,   0.7698, 0.516438
3800,   0.7698, 0.520316
3801,   0.7698, 0.515418
3802,   0.7698, 0.515075
3803,   0.7698, 0.506798
3804,   0.7698, 0.511845
3805,   0.7698, 0.517569
3806,   0.7698, 0.527402
3807,   0.7698, 0.528421
3808,   0.7698, 0.527298
3809,   0.7698, 0.528922
3810,   0.7698, 0.524718
3811,   0.7698, 0.526859
3812,   0.7698, 0.525784
3813,   0.7698, 0.527026
3814,   0.7698, 0.524931
3815,   0.7698, 0.524657
3816,   0.7698, 0.526218
3817,   0.7698, 0.518741
3818,   0.7698, 0.524841
3819,   0.7698, 0.522332
3820,   0.7698, 0.523443
3821,   0.7698,  0.52029
3822,   0.7698, 0.517666
3823,   0.7698,  0.52534
3824,   0.7698, 0.533887
3825,   0.7698, 0.535464
3826,   0.7698,    0.528
3827,   0.7698,  0.53109
3828,   0.7698, 0.539615
3829,   0.7698, 0.541261
3830,   0.7698, 0.542018
3831,   0.7698, 0.540204
3832,   0.7698, 0.534215
3833,   0.7698, 0.536874
3834,   0.7698, 0.542078
3835,   0.7698, 0.548723
3836,   0.7698, 0.549318
3837,   0.7698,  0.54302
3838,   0.7698, 0.535846
3839,   0.7698, 0.531788
3840,   0.7698, 0.533522
3841,   0.7698, 0.541792
3842,   0.7698, 0.539131
3843,   0.7698, 0.530287
3844,   0.7698, 0.532663
3845,   0.7698, 0.532395
3846,   0.7698, 0.536873
3847,   0.7698, 0.533722
3848,   0.7698, 0.533845
3849,   0.7698,  0.53045
3850,   0.7698, 0.523987
3851,   0.7698,   0.5249
3852,   0.7698,  0.52383
3853,   0.7698,    0.518
3854,   0.7698, 0.522079
3855,   0.7698, 0.517848
3856,   0.7698, 0.521237
3857,   0.7698, 0.528678
3858,   0.7698,  0.53249
3859,   0.7698, 0.535244
3860,   0.7698, 0.535659
3861,   0.7698, 0.531032
3862,   0.7698, 0.533946
3863,   0.7698, 0.530086
3864,   0.7698,   0.5353
3865,   0.7698, 0.531613
3866,   0.7698, 0.533181
3867,   0.7698,  0.53556
3868,   0.7698, 0.531938
3869,   0.7698, 0.524882
3870,   0.7698, 0.532245
3871,   0.7698, 0.535965
3872,   0.7698, 0.527106
3873,   0.7698, 0.526375
3874,   0.7698, 0.521166
3875,   0.7698, 0.530503
3876,   0.7698, 0.523512
3877,   0.7698, 0.520448
3878,   0.7698, 0.527277
3879,   0.7698, 0.533029
3880,   0.7698, 0.528366
3881,    0.771, 0.532403
3882,    0.771, 0.532712
3883,    0.771, 0.536165
3884,    0.771, 0.535773
3885,    0.771,  0.53639
3886,    0.771, 0.527264
3887,    0.771, 0.531946
3888,    0.771, 0.529415
3889,    0.771, 0.533701
3890,    0.771,  0.53171
3891,    0.771,  0.53648
3892,    0.771,  0.54403
3893,    0.771, 0.546259
3894,    0.771, 0.534089
3895,    0.771, 0.533467
3896,    0.771, 0.534766
3897,    0.771, 0.539562
3898,    0.771, 0.543637
3899,    0.771,  0.53488
3900,    0.771, 0.538537
3901,    0.771, 0.543802
3902,    0.771, 0.536775
3903,    0.771, 0.529603
3904,    0.771, 0.525456
3905,    0.771, 0.521688
3906,    0.771, 0.523715
3907,    0.771, 0.521591
3908,    0.771, 0.524758
3909,    0.771, 0.525751
3910,    0.771, 0.532053
3911,    0.771, 0.525078
3912,    0.771, 0.531055
3913,    0.771, 0.535526
3914,    0.771, 0.523868
3915,    0.771, 0.534271
3916,    0.771, 0.534613
3917,    0.771, 0.534382
3918,    0.771, 0.535573
3919,    0.771, 0.531638
3920,    0.771, 0.530376
3921,    0.771, 0.536443
3922,    0.771, 0.534434
3923,    0.771, 0.536791
3924,    0.771, 0.537634
3925,    0.771, 0.532684
3926,    0.771, 0.535959
3927,    0.771, 0.530935
3928,    0.771, 0.534488
3929,    0.771, 0.532322
3930,    0.771, 0.528545
3931,    0.771, 0.527953
3932,    0.771, 0.525557
3933,   0.7754, 0.530785
3934,   0.7754, 0.533363
3935,   0.7754, 0.535324
3936,   0.7754, 0.534067
3937,   0.7754, 0.534271
3938,   0.7754, 0.532609
3939,   0.7754, 0.537018
3940,   0.7754, 0.524042
3941,   0.7754, 0.520495
3942,   0.7754, 0.522852
3943,   0.7754, 0.520632
3944,   0.7754, 0.515326
3945,   0.7754, 0.527823
3946,   0.7754, 0.530841
3947,   0.7754, 0.529957
3948,   0.7754, 0.532754
3949,   0.7754, 0.532204
3950,   0.7754, 0.542957
3951,   0.7754, 0.548611
3952,   0.7754, 0.544513
3953,   0.7754,  0.55207
3954,   0.7754, 0.549676
3955,   0.7754, 0.558758
3956,   0.7754, 0.547775
3957,   0.7754, 0.544364
3958,   0.7754, 0.535522
3959,   0.7754, 0.534692
3960,   0.7754, 0.537919
3961,   0.7754, 0.537611
3962,   0.7754, 0.534999
3963,   0.7754, 0.532827
3964,   0.7754, 0.545943
3965,   0.7754, 0.549972
3966,   0.7754, 0.541696
3967,   0.7754, 0.539828
3968,   0.7754, 0.537674
3969,   0.7754, 0.532404
3970,   0.7754, 0.523304
3971,   0.7754, 0.511744
3972,   0.7754, 0.518985
3973,   0.7754, 0.529487
3974,   0.7754, 0.531981
3975,   0.7754, 0.535521
3976,   0.7754, 0.539188
3977,   0.7754,  0.53128
3978,   0.7754, 0.535715
3979,   0.7754, 0.529886
3980,   0.7754, 0.518324
3981,   0.7754, 0.529127
3982,   0.7754, 0.531875
3983,   0.7754, 0.536055
3984,   0.7754, 0.542694
3985,   0.7754, 0.533055
3986,   0.7754,   0.5341
3987,   0.7754, 0.530016
3988,   0.7754, 0.535671
3989,   0.7754, 0.532829
3990,   0.7754, 0.534863
3991,   0.7754,  0.52826
3992,   0.7754, 0.522693
3993,   0.7754, 0.530725
3994,   0.7754, 0.527042
3995,   0.7754, 0.535016
3996,   0.7754, 0.531848
3997,   0.7754, 0.531918
3998,   0.7754, 0.516432
3999,   0.7754, 0.525677
4000,   0.7754, 0.525058
