gen, roulette_ternary_uniform_best, roulette_ternary_uniform_ave
3731,   0.7841,  0.55192
3732,   0.7841, 0.550444
3733,   0.7841,  0.54113
3734,   0.7841, 0.530909
3735,   0.7841, 0.539879
3736,   0.7841, 0.542064
3737,   0.7841, 0.543849
3738,   0.7841, 0.540426
3739,   0.7841, 0.547288
3740,   0.7841, 0.542962
3741,   0.7841, 0.545644
3742,   0.7841, 0.546569
3743,   0.7841, 0.541085
3744,   0.7841,    0.542
3745,   0.7841, 0.538002
3746,   0.7841, 0.531907
3747,   0.7841, 0.540989
3748,   0.7841, 0.542527
3749,   0.7841, 0.549515
3750,   0.7841, 0.549505
3751,   0.7841, 0.550205
3752,   0.7841,  0.54539
3753,   0.7841, 0.545834
3754,   0.7841, 0.547958
3755,   0.7841, 0.545103
3756,   0.7841, 0.543438
3757,   0.7841, 0.553633
3758,   0.7841, 0.555701
3759,   0.7841, 0.554851
3760,   0.7841, 0.552833
3761,   0.7841, 0.552744
3762,   0.7841, 0.547361
3763,   0.7841,  0.54728
3764,   0.7841, 0.544707
3765,   0.7841,  0.54846
3766,   0.7841, 0.551112
3767,   0.7841, 0.551983
3768,   0.7841, 0.547512
3769,   0.7841, 0.546078
3770,   0.7841, 0.552666
3771,   0.7841, 0.553888
3772,   0.7841, 0.550228
3773,   0.7841, 0.543607
3774,   0.7841, 0.541166
3775,   0.7841, 0.545352
3776,   0.7841,  0.54578
3777,   0.7841, 0.540692
3778,   0.7841, 0.545794
3779,   0.7841, 0.543662
3780,   0.7841, 0.547836
3781,   0.7841, 0.539777
3782,   0.7841, 0.541807
3783,   0.7841, 0.530656
3784,   0.7841, 0.534162
3785,   0.7841, 0.541037
3786,   0.7841, 0.535506
3787,   0.7841, 0.538573
3788,   0.7841, 0.529863
3789,   0.7841, 0.534264
3790,   0.7841, 0.532622
3791,   0.7841, 0.549156
3792,   0.7841, 0.539512
3793,   0.7841, 0.534063
3794,   0.7841, 0.544303
3795,   0.7841, 0.544503
3796,   0.7841, 0.542916
3797,   0.7841, 0.543009
3798,   0.7841, 0.529046
3799,   0.7841, 0.526517
3800,   0.7841, 0.535378
3801,   0.7841, 0.538076
3802,   0.7841, 0.540194
3803,   0.7841, 0.546108
3804,   0.7841, 0.557583
3805,   0.7841, 0.556117
3806,   0.7841, 0.552617
3807,   0.7841, 0.552723
3808,   0.7841, 0.554569
3809,   0.7841, 0.543249
3810,   0.7841, 0.537342
3811,   0.7841,  0.54847
3812,   0.7841, 0.545821
3813,   0.7841,  0.54948
3814,   0.7841, 0.547031
3815,   0.7841, 0.547571
3816,   0.7841, 0.542969
3817,   0.7841, 0.546185
3818,   0.7841, 0.546425
3819,   0.7841,  0.55062
3820,   0.7841, 0.547721
3821,   0.7841, 0.552304
3822,   0.7841, 0.542045
3823,   0.7841, 0.545043
3824,   0.7841, 0.546669
3825,   0.7841, 0.553704
3826,   0.7841, 0.546877
3827,   0.7841, 0.543238
3828,   0.7841, 0.550658
3829,   0.7841, 0.553205
3830,   0.7841, 0.547669
3831,   0.7841, 0.540363
3832,   0.7841, 0.544551
3833,   0.7841, 0.542436
3834,   0.7841,  0.55047
3835,   0.7841, 0.546344
3836,   0.7841, 0.545263
3837,   0.7841, 0.546836
3838,   0.7841, 0.555206
3839,   0.7841, 0.552893
3840,   0.7841, 0.555612
3841,   0.7841, 0.552715
3842,   0.7841, 0.548841
3843,   0.7841, 0.546322
3844,   0.7841, 0.545198
3845,   0.7841, 0.532168
3846,   0.7841, 0.537153
3847,   0.7841, 0.542195
3848,   0.7841, 0.533001
3849,   0.7841, 0.542604
3850,   0.7841, 0.547358
3851,   0.7841, 0.550422
3852,   0.7841, 0.551458
3853,   0.7841, 0.550634
3854,   0.7841, 0.545296
3855,   0.7841, 0.545798
3856,   0.7841, 0.544391
3857,   0.7841, 0.547911
3858,   0.7841, 0.544781
3859,   0.7841, 0.532203
3860,   0.7841, 0.528231
3861,   0.7841, 0.525495
3862,   0.7841, 0.533303
3863,   0.7841, 0.544757
3864,   0.7841, 0.539851
3865,   0.7841, 0.535782
3866,   0.7841, 0.551751
3867,   0.7841, 0.546581
3868,   0.7841, 0.540527
3869,   0.7841, 0.536527
3870,   0.7841, 0.535826
3871,   0.7841, 0.525156
3872,   0.7841, 0.536958
3873,   0.7841, 0.541381
3874,   0.7841, 0.541834
3875,   0.7841, 0.543062
3876,   0.7841, 0.546417
3877,   0.7841, 0.540129
3878,   0.7841, 0.541304
3879,   0.7841, 0.553357
3880,   0.7841, 0.555892
3881,   0.7841, 0.549109
3882,   0.7841, 0.551295
3883,   0.7841,  0.55178
3884,   0.7841, 0.552462
3885,   0.7841,  0.55287
3886,   0.7841, 0.545398
3887,   0.7841, 0.534011
3888,   0.7841, 0.534136
3889,   0.7841, 0.533694
3890,   0.7841, 0.534209
3891,   0.7841, 0.530528
3892,   0.7841, 0.533198
3893,   0.7841, 0.549486
3894,   0.7841, 0.547746
3895,   0.7841, 0.550607
3896,   0.7841, 0.551347
3897,   0.7841, 0.545314
3898,   0.7841, 0.546812
3899,   0.7841, 0.545083
3900,   0.7841, 0.540191
3901,   0.7841, 0.547632
3902,   0.7841, 0.548587
3903,   0.7841, 0.547517
3904,   0.7841, 0.551031
3905,   0.7841, 0.548917
3906,   0.7841, 0.543075
3907,   0.7841, 0.539174
3908,   0.7841, 0.541742
3909,   0.7841, 0.537457
3910,   0.7841, 0.541562
3911,   0.7841, 0.545078
3912,   0.7841, 0.541164
3913,   0.7841, 0.543892
3914,   0.7841, 0.538054
3915,   0.7841, 0.541016
3916,   0.7841, 0.545267
3917,   0.7841, 0.545285
3918,   0.7841, 0.539469
3919,   0.7841, 0.552101
3920,   0.7841, 0.551224
3921,   0.7841, 0.555584
3922,   0.7841, 0.556678
3923,   0.7841, 0.549343
3924,   0.7841,  0.55666
3925,   0.7841, 0.562014
3926,   0.7841, 0.564829
3927,   0.7841, 0.564279
3928,   0.7841, 0.560341
3929,   0.7841, 0.556539
3930,   0.7841, 0.556776
3931,   0.7841, 0.553099
3932,   0.7841, 0.554245
3933,   0.7841,  0.55472
3934,   0.7841, 0.547993
3935,   0.7841, 0.539561
3936,   0.7841, 0.537361
3937,   0.7841, 0.537594
3938,   0.7841, 0.533281
3939,   0.7841, 0.527286
3940,   0.7841, 0.529535
3941,   0.7841, 0.532372
3942,   0.7862, 0.527651
3943,   0.7862, 0.532065
3944,   0.7862, 0.527757
3945,   0.7862, 0.531179
3946,   0.7862,  0.52584
3947,   0.7862, 0.528299
3948,   0.7862, 0.533215
3949,   0.7862, 0.540647
3950,   0.7862,   0.5409
3951,   0.7862, 0.542422
3952,   0.7862, 0.553916
3953,   0.7862,  0.55021
3954,   0.7862, 0.549243
3955,   0.7862, 0.544112
3956,   0.7862, 0.546324
3957,   0.7862,  0.55182
3958,   0.7862, 0.549568
3959,   0.7862, 0.541083
3960,   0.7862, 0.545582
3961,   0.7862,  0.54841
3962,   0.7862, 0.548272
3963,   0.7862,  0.54961
3964,   0.7862, 0.543317
3965,   0.7862, 0.550613
3966,   0.7862, 0.551998
3967,   0.7862, 0.551388
3968,   0.7862, 0.553878
3969,   0.7862, 0.554758
3970,   0.7862, 0.550228
3971,   0.7862, 0.551201
3972,   0.7862, 0.545342
3973,   0.7862,  0.54229
3974,   0.7862, 0.539561
3975,   0.7862, 0.543417
3976,   0.7862, 0.532376
3977,   0.7862,  0.53123
3978,   0.7862, 0.540057
3979,   0.7862, 0.541502
3980,   0.7862, 0.542992
3981,   0.7862, 0.542551
3982,   0.7862, 0.542606
3983,   0.7862, 0.543591
3984,   0.7862, 0.542285
3985,   0.7862, 0.538955
3986,   0.7862,  0.53964
3987,   0.7862, 0.552981
3988,   0.7862, 0.552768
3989,   0.7862, 0.553323
3990,   0.7862, 0.546372
3991,   0.7862, 0.548446
3992,   0.7862, 0.539955
3993,   0.7862, 0.537932
3994,   0.7862, 0.539626
3995,   0.7862, 0.541015
3996,   0.7862, 0.543854
3997,   0.7862, 0.549587
3998,   0.7862, 0.552728
3999,   0.7862, 0.541864
4000,   0.7862, 0.547131
