gen, roulette_float_twopoint_best, roulette_float_twopoint_ave
3745,   0.7632, 0.518131
3746,   0.7632, 0.527918
3747,   0.7632, 0.521273
3748,   0.7632, 0.527715
3749,   0.7632, 0.529042
3750,   0.7632, 0.543178
3751,   0.7632,  0.53827
3752,   0.7632, 0.539658
3753,   0.7632,  0.53854
3754,   0.7632, 0.544796
3755,   0.7632, 0.531777
3756,   0.7632, 0.531878
3757,   0.7632, 0.533599
3758,   0.7632, 0.535463
3759,   0.7632, 0.526233
3760,   0.7632, 0.533954
3761,   0.7632, 0.535893
3762,   0.7632, 0.534716
3763,   0.7632, 0.529953
3764,   0.7632, 0.527585
3765,   0.7632, 0.526335
3766,   0.7632,  0.53515
3767,   0.7632, 0.534654
3768,   0.7632, 0.528624
3769,   0.7632, 0.525404
3770,   0.7632, 0.526935
3771,   0.7632, 0.524065
3772,   0.7632, 0.528154
3773,   0.7632, 0.531717
3774,   0.7632, 0.525077
3775,   0.7632, 0.533399
3776,   0.7632, 0.536075
3777,   0.7632,  0.53077
3778,   0.7632,   0.5333
3779,   0.7632, 0.539897
3780,   0.7632, 0.537641
3781,   0.7632, 0.544892
3782,   0.7632, 0.539439
3783,   0.7632, 0.538858
3784,   0.7632, 0.540896
3785,   0.7632, 0.534765
3786,   0.7632, 0.538934
3787,   0.7632, 0.541715
3788,   0.7632, 0.534894
3789,   0.7632, 0.519152
3790,   0.7632, 0.525637
3791,   0.7632, 0.536789
3792,   0.7632, 0.537712
3793,   0.7632,   0.5376
3794,   0.7632, 0.537065
3795,   0.7632, 0.531195
3796,   0.7632, 0.540531
3797,   0.7632,  0.52854
3798,   0.7632, 0.525573
3799,   0.7632, 0.530987
3800,   0.7632, 0.527923
3801,   0.7632, 0.530724
3802,   0.7632, 0.526923
3803,   0.7632, 0.526889
3804,   0.7632, 0.528682
3805,   0.7632,  0.53704
3806,   0.7632, 0.532836
3807,   0.7632, 0.539888
3808,   0.7632, 0.543941
3809,   0.7632, 0.540894
3810,   0.7632, 0.543675
3811,   0.7632, 0.541533
3812,   0.7632, 0.542657
3813,   0.7632,  0.54677
3814,   0.7632, 0.547434
3815,   0.7632, 0.550511
3816,   0.7632, 0.557777
3817,   0.7632, 0.552051
3818,   0.7632, 0.548701
3819,   0.7632, 0.538122
3820,   0.7632, 0.534638
3821,   0.7632, 0.529698
3822,   0.7632, 0.531914
3823,   0.7632, 0.521295
3824,   0.7632, 0.522756
3825,   0.7632,  0.52643
3826,   0.7632, 0.533571
3827,   0.7632, 0.537675
3828,   0.7632, 0.533139
3829,   0.7632, 0.525855
3830,   0.7632, 0.524833
3831,   0.7632, 0.530604
3832,   0.7632, 0.533404
3833,   0.7632, 0.534116
3834,   0.7632, 0.542344
3835,   0.7632, 0.529141
3836,   0.7632, 0.536117
3837,   0.7632, 0.536163
3838,   0.7632, 0.526369
3839,   0.7632, 0.528207
3840,   0.7632, 0.534399
3841,   0.7632, 0.530972
3842,   0.7632, 0.537109
3843,   0.7632, 0.528004
3844,   0.7632, 0.538674
3845,   0.7632, 0.529819
3846,   0.7632, 0.529594
3847,   0.7632, 0.529003
3848,   0.7632, 0.530247
3849,   0.7632, 0.530666
3850,   0.7632, 0.530138
3851,   0.7632,  0.52971
3852,   0.7632, 0.526786
3853,   0.7632, 0.529429
3854,   0.7632, 0.526873
3855,   0.7632, 0.530378
3856,   0.7632, 0.542824
3857,   0.7632, 0.540928
3858,   0.7632, 0.541315
3859,   0.7632, 0.533498
3860,   0.7632, 0.534113
3861,   0.7632, 0.533052
3862,   0.7632, 0.526096
3863,   0.7632,  0.52694
3864,   0.7632, 0.520131
3865,   0.7632, 0.516928
3866,   0.7632,  0.51123
3867,   0.7632, 0.505162
3868,   0.7632, 0.504882
3869,   0.7632, 0.514831
3870,   0.7632, 0.521434
3871,   0.7632, 0.520286
3872,   0.7632, 0.521375
3873,   0.7632, 0.525436
3874,   0.7632, 0.528787
3875,   0.7632, 0.529566
3876,   0.7651, 0.521873
3877,   0.7651, 0.525062
3878,   0.7651, 0.523691
3879,   0.7651, 0.532882
3880,   0.7651, 0.528404
3881,   0.7651, 0.524216
3882,   0.7651, 0.529672
3883,   0.7651, 0.535284
3884,   0.7651, 0.535096
3885,   0.7651, 0.527966
3886,   0.7651, 0.524553
3887,   0.7651, 0.530384
3888,   0.7651,  0.52926
3889,   0.7651,   0.5262
3890,   0.7651, 0.532319
3891,   0.7651, 0.536668
3892,   0.7651, 0.529009
3893,   0.7651, 0.525521
3894,   0.7651, 0.518802
3895,   0.7651,  0.52363
3896,   0.7651, 0.530077
3897,   0.7651, 0.538977
3898,   0.7651, 0.533271
3899,   0.7651, 0.530805
3900,   0.7651, 0.526411
3901,   0.7651, 0.520406
3902,   0.7651, 0.520545
3903,   0.7651, 0.526255
3904,   0.7651, 0.529907
3905,   0.7651, 0.531607
3906,   0.7691, 0.538302
3907,   0.7691, 0.531123
3908,   0.7691, 0.536729
3909,   0.7691, 0.528991
3910,   0.7691, 0.525131
3911,   0.7691, 0.527813
3912,   0.7691, 0.524615
3913,   0.7691,  0.52438
3914,   0.7691, 0.533511
3915,   0.7691, 0.539106
3916,   0.7691,  0.53822
3917,   0.7691, 0.539583
3918,   0.7691, 0.541302
3919,   0.7691, 0.533775
3920,   0.7691, 0.533395
3921,   0.7691, 0.535441
3922,   0.7691, 0.532775
3923,   0.7691, 0.531786
3924,   0.7691,  0.52685
3925,   0.7691, 0.530668
3926,   0.7691, 0.528324
3927,   0.7691, 0.535013
3928,   0.7691, 0.528038
3929,   0.7691, 0.532547
3930,   0.7691, 0.526699
3931,   0.7691,  0.52501
3932,   0.7691, 0.528429
3933,   0.7691, 0.536102
3934,   0.7691, 0.537722
3935,   0.7691, 0.537792
3936,   0.7691, 0.537529
3937,   0.7691,  0.53275
3938,   0.7691, 0.543172
3939,   0.7691, 0.537532
3940,   0.7691,  0.52615
3941,   0.7691, 0.519769
3942,   0.7691,  0.52116
3943,   0.7691, 0.520204
3944,   0.7691, 0.517688
3945,   0.7691, 0.529772
3946,   0.7691, 0.526413
3947,   0.7691, 0.530386
3948,   0.7691, 0.548397
3949,   0.7691, 0.553514
3950,   0.7691, 0.542202
3951,   0.7691, 0.537597
3952,   0.7691, 0.531385
3953,   0.7691, 0.530863
3954,   0.7691, 0.522483
3955,   0.7691, 0.520751
3956,   0.7691, 0.524812
3957,   0.7691, 0.525797
3958,   0.7691, 0.527609
3959,   0.7691, 0.525252
3960,   0.7691, 0.527072
3961,   0.7691, 0.521466
3962,   0.7691, 0.523198
3963,   0.7691, 0.528673
3964,   0.7691, 0.535412
3965,   0.7691, 0.538824
3966,   0.7691, 0.542339
3967,   0.7691, 0.541283
3968,   0.7691, 0.528058
3969,   0.7691, 0.532953
3970,   0.7691, 0.535479
3971,   0.7691, 0.532729
3972,   0.7691, 0.531474
3973,   0.7691, 0.540367
3974,   0.7691, 0.530945
3975,   0.7691, 0.523019
3976,   0.7691, 0.523538
3977,   0.7691, 0.526066
3978,   0.7691, 0.525603
3979,   0.7691, 0.527067
3980,   0.7691, 0.531743
3981,   0.7691, 0.521678
3982,   0.7691, 0.525934
3983,   0.7691, 0.530513
3984,   0.7691, 0.528169
3985,   0.7691, 0.526617
3986,   0.7691, 0.526255
3987,   0.7691, 0.524985
3988,   0.7691, 0.531626
3989,   0.7691,  0.52831
3990,   0.7691, 0.532946
3991,   0.7691, 0.530377
3992,   0.7691, 0.531945
3993,   0.7691, 0.534608
3994,   0.7691, 0.536038
3995,   0.7691, 0.541143
3996,   0.7691, 0.539199
3997,   0.7691, 0.533006
3998,   0.7691, 0.523882
3999,   0.7691, 0.525745
4000,   0.7691, 0.526606
