gen, tournament_scalar_twopoint_best, tournament_scalar_twopoint_ave
 937,   0.7482, 0.682746
 938,   0.7482, 0.682113
 939,   0.7482, 0.676388
 940,   0.7482, 0.673957
 941,   0.7482, 0.674792
 942,   0.7482, 0.678545
 943,   0.7482, 0.676853
 944,   0.7482,  0.68084
 945,   0.7482, 0.676205
 946,   0.7482, 0.679425
 947,   0.7482, 0.671119
 948,   0.7482, 0.675286
 949,   0.7482, 0.668947
 950,   0.7482, 0.675645
 951,   0.7482, 0.677915
 952,   0.7482, 0.675566
 953,   0.7487, 0.677234
 954,   0.7487, 0.674698
 955,   0.7487, 0.680317
 956,   0.7487, 0.680386
 957,   0.7487, 0.677903
 958,   0.7487, 0.679546
 959,   0.7487, 0.675745
 960,   0.7487, 0.676137
 961,   0.7487, 0.681617
 962,   0.7487, 0.678248
 963,   0.7487, 0.679943
 964,   0.7487,  0.67795
 965,   0.7487, 0.680884
 966,   0.7493, 0.679522
 967,   0.7493, 0.677579
 968,   0.7493, 0.677513
 969,   0.7493, 0.681926
 970,   0.7493, 0.677378
 971,   0.7493, 0.676157
 972,   0.7493, 0.677382
 973,   0.7493, 0.677484
 974,   0.7493, 0.680646
 975,   0.7493, 0.677964
 976,   0.7493, 0.675815
 977,   0.7493, 0.676695
 978,   0.7493, 0.680831
 979,   0.7493,  0.68136
 980,   0.7493, 0.679022
 981,   0.7493, 0.678804
 982,   0.7493, 0.675273
 983,   0.7493, 0.680956
 984,   0.7493, 0.674423
 985,   0.7493, 0.679688
 986,   0.7493, 0.675415
 987,   0.7493,  0.67435
 988,   0.7493, 0.677606
 989,   0.7493,  0.67845
 990,   0.7493, 0.680742
 991,   0.7493, 0.676565
 992,   0.7493, 0.682108
 993,   0.7493, 0.676572
 994,   0.7493, 0.675371
 995,   0.7493, 0.678612
 996,   0.7493, 0.677288
 997,   0.7493, 0.677878
 998,   0.7493, 0.680655
 999,   0.7493, 0.679996
1000,   0.7513, 0.676839
1001,   0.7513, 0.679508
1002,   0.7513, 0.680049
1003,   0.7522, 0.681342
1004,   0.7522, 0.682319
1005,   0.7522, 0.681107
1006,   0.7522, 0.683052
1007,   0.7522, 0.678571
1008,   0.7522, 0.677113
1009,   0.7522, 0.675865
1010,   0.7522, 0.679063
1011,   0.7522, 0.677638
1012,   0.7522, 0.676219
1013,   0.7522, 0.678416
1014,   0.7522, 0.683179
1015,   0.7522, 0.680374
1016,   0.7522, 0.679529
1017,   0.7522, 0.683949
1018,   0.7522, 0.679198
1019,   0.7522, 0.674523
1020,   0.7522, 0.679583
1021,   0.7522, 0.682353
1022,   0.7522, 0.674949
1023,   0.7522, 0.676352
1024,   0.7522, 0.679769
1025,   0.7522, 0.678128
1026,   0.7522, 0.679271
1027,   0.7522, 0.680203
1028,   0.7522, 0.679415
1029,   0.7522, 0.677296
1030,   0.7522, 0.681673
1031,   0.7522, 0.679065
1032,   0.7522, 0.678762
1033,   0.7522, 0.678223
1034,   0.7522, 0.680134
1035,   0.7522, 0.680085
1036,   0.7522, 0.681828
1037,   0.7522,   0.6815
1038,   0.7522, 0.681795
1039,   0.7522, 0.681183
1040,   0.7522, 0.681206
1041,   0.7522, 0.680767
1042,   0.7503, 0.682021
1043,   0.7503, 0.682459
1044,   0.7503, 0.681925
1045,   0.7503, 0.684563
1046,   0.7503, 0.683298
1047,   0.7503, 0.689497
1048,   0.7503, 0.684912
1049,   0.7503, 0.681997
1050,   0.7503, 0.681147
1051,   0.7503, 0.678562
1052,   0.7521, 0.676697
1053,   0.7509, 0.678018
1054,   0.7509, 0.680132
1055,   0.7509, 0.686039
1056,   0.7509, 0.683093
1057,   0.7509, 0.685374
1058,   0.7509, 0.683292
1059,   0.7509, 0.680193
1060,   0.7509, 0.677552
1061,   0.7509, 0.677106
1062,   0.7509, 0.679529
1063,   0.7509, 0.680658
1064,   0.7509, 0.681615
1065,   0.7509, 0.674936
1066,   0.7509,  0.67899
1067,   0.7509, 0.677736
1068,   0.7509, 0.685144
1069,   0.7509, 0.682224
1070,   0.7509, 0.680518
1071,   0.7509, 0.677077
1072,   0.7509, 0.682074
1073,   0.7509,  0.68275
1074,   0.7509, 0.686636
1075,   0.7509, 0.685175
1076,   0.7509, 0.681347
1077,   0.7509, 0.681349
1078,   0.7509, 0.684109
1079,   0.7509, 0.684594
1080,   0.7509,  0.67841
1081,   0.7509, 0.683706
1082,   0.7509, 0.687402
1083,   0.7509,  0.68193
1084,   0.7509,  0.68215
1085,   0.7509, 0.677531
1086,   0.7509, 0.682213
1087,   0.7509, 0.677355
1088,   0.7509, 0.683196
1089,   0.7509,  0.68697
1090,   0.7509, 0.682439
1091,   0.7509, 0.681466
1092,   0.7509, 0.684971
1093,   0.7509, 0.682566
1094,   0.7509,   0.6824
1095,   0.7509, 0.682464
1096,   0.7516, 0.687287
1097,   0.7516, 0.681358
1098,   0.7516, 0.684925
1099,   0.7516, 0.679324
1100,   0.7516, 0.685324
1101,   0.7516, 0.687064
1102,   0.7516, 0.685327
1103,   0.7516, 0.685719
1104,   0.7516, 0.682507
1105,   0.7516, 0.681802
1106,   0.7516, 0.686285
1107,   0.7516, 0.687038
1108,   0.7516, 0.685098
1109,   0.7516, 0.684105
1110,   0.7516, 0.683685
1111,   0.7516,  0.68628
1112,   0.7516, 0.688026
1113,   0.7516, 0.684512
1114,   0.7516, 0.684355
1115,   0.7516, 0.684812
1116,   0.7516, 0.685867
1117,   0.7516, 0.686481
1118,   0.7516, 0.686818
1119,   0.7516, 0.681995
1120,   0.7516, 0.689128
1121,   0.7516,  0.68806
1122,   0.7516, 0.687031
1123,   0.7516, 0.683599
1124,   0.7516, 0.687325
1125,   0.7516, 0.688356
1126,   0.7516, 0.688823
1127,   0.7516,  0.68177
1128,   0.7516, 0.683249
1129,   0.7516, 0.689212
1130,   0.7516, 0.687829
1131,   0.7516, 0.689627
1132,   0.7516, 0.689885
1133,   0.7516, 0.686081
1134,   0.7499, 0.687059
1135,   0.7499, 0.685389
1136,   0.7499, 0.685705
1137,   0.7499, 0.681518
1138,   0.7499, 0.681683
1139,   0.7499, 0.681156
1140,   0.7499, 0.686515
1141,   0.7499, 0.684179
1142,   0.7499,  0.68443
1143,   0.7499, 0.685211
1144,   0.7499,  0.68661
1145,   0.7499, 0.679105
1146,   0.7499, 0.682316
1147,   0.7499, 0.681548
1148,   0.7499, 0.682019
1149,   0.7499, 0.687975
1150,   0.7499, 0.681684
1151,   0.7499, 0.684978
1152,   0.7499,  0.68267
1153,   0.7499,  0.68415
1154,   0.7491, 0.683696
1155,   0.7491, 0.684136
1156,   0.7491, 0.684834
1157,   0.7491, 0.685387
1158,   0.7491, 0.685629
1159,   0.7491, 0.689854
1160,   0.7491, 0.681795
1161,   0.7491, 0.689914
1162,   0.7491,  0.68631
1163,   0.7491, 0.687387
1164,   0.7491,  0.68657
1165,   0.7488, 0.685087
1166,   0.7515,  0.68677
1167,   0.7515, 0.681885
1168,   0.7515, 0.683697
1169,   0.7515, 0.682221
1170,   0.7515, 0.683158
1171,   0.7515, 0.689359
1172,   0.7515, 0.685859
1173,   0.7515, 0.687554
1174,   0.7515, 0.688525
1175,   0.7519, 0.688637
1176,   0.7519, 0.687953
1177,   0.7519, 0.683854
1178,   0.7519,  0.67877
1179,   0.7519,  0.68351
1180,   0.7519, 0.683611
1181,   0.7519, 0.690507
1182,   0.7519, 0.686988
1183,   0.7519, 0.687091
1184,   0.7519, 0.685207
1185,   0.7519, 0.684425
1186,   0.7519, 0.687334
1187,   0.7519, 0.687725
1188,   0.7519, 0.683987
1189,   0.7519, 0.685561
1190,   0.7519, 0.689442
1191,   0.7483, 0.690975
1192,   0.7483, 0.686169
1193,   0.7483, 0.683129
1194,   0.7512, 0.685731
1195,   0.7512, 0.685825
1196,   0.7512, 0.683326
1197,   0.7512,  0.68479
1198,   0.7512, 0.686894
1199,   0.7512, 0.688327
1200,   0.7512, 0.687047
1201,   0.7512, 0.684634
1202,   0.7512, 0.683414
1203,   0.7512, 0.688332
1204,   0.7512, 0.679321
1205,   0.7525,  0.68385
1206,   0.7525, 0.685189
1207,   0.7525, 0.687968
1208,   0.7525, 0.681834
1209,   0.7525, 0.682999
1210,   0.7525,  0.68007
1211,   0.7545,  0.68178
1212,   0.7545, 0.686957
1213,   0.7545, 0.686745
1214,   0.7545, 0.689839
1215,   0.7545, 0.689513
1216,   0.7545, 0.686096
1217,   0.7545, 0.683514
1218,   0.7545, 0.685578
1219,   0.7545, 0.688218
1220,   0.7545, 0.683838
1221,   0.7541, 0.688554
1222,   0.7541, 0.692127
1223,   0.7541, 0.684618
1224,   0.7541, 0.686661
1225,   0.7541, 0.683424
1226,   0.7547, 0.685749
1227,   0.7547, 0.687741
1228,   0.7547, 0.687672
1229,   0.7547, 0.690852
1230,   0.7547, 0.694233
1231,   0.7547, 0.691756
1232,   0.7547, 0.689025
1233,   0.7551, 0.687915
1234,   0.7551, 0.685476
1235,   0.7551, 0.693109
1236,   0.7551, 0.690323
1237,   0.7551, 0.693561
1238,   0.7551, 0.694806
1239,   0.7551, 0.690789
1240,   0.7551, 0.689576
1241,   0.7551, 0.689786
1242,   0.7551, 0.698287
1243,   0.7566, 0.692566
1244,   0.7566, 0.688453
1245,   0.7566, 0.687863
1246,   0.7566, 0.686737
1247,   0.7566, 0.685316
1248,   0.7566, 0.694539
1249,   0.7566, 0.692182
1250,   0.7566,  0.69167
1251,   0.7566, 0.693248
1252,   0.7566, 0.694158
1253,   0.7566, 0.691586
1254,   0.7566, 0.687074
1255,   0.7566, 0.692101
1256,   0.7566, 0.687999
1257,   0.7566, 0.688801
1258,   0.7566, 0.692367
1259,   0.7566, 0.695645
1260,   0.7566,  0.69059
1261,   0.7566, 0.689962
1262,   0.7591, 0.688901
1263,   0.7591, 0.692935
1264,   0.7591, 0.689564
1265,   0.7591, 0.692198
1266,   0.7591, 0.696224
1267,   0.7591, 0.695952
1268,   0.7591, 0.693283
1269,   0.7591,  0.69381
1270,   0.7591, 0.687841
1271,   0.7591, 0.690808
1272,   0.7591, 0.691159
1273,   0.7591, 0.691027
1274,   0.7591, 0.686525
1275,   0.7591, 0.691217
1276,   0.7591, 0.691164
1277,   0.7591, 0.693318
1278,   0.7591,  0.69723
1279,   0.7591,  0.68918
1280,   0.7591, 0.690507
1281,   0.7591, 0.694122
1282,   0.7591, 0.693612
1283,   0.7591, 0.697657
1284,   0.7591, 0.691055
1285,   0.7591, 0.694332
1286,   0.7591, 0.695588
1287,   0.7591, 0.691195
1288,   0.7591, 0.691938
1289,   0.7591, 0.686229
1290,   0.7591, 0.690945
1291,   0.7591, 0.690311
1292,   0.7591, 0.691357
1293,   0.7591,  0.69013
1294,   0.7591,  0.69327
1295,   0.7591, 0.693435
1296,   0.7591, 0.689801
1297,   0.7591, 0.693218
1298,   0.7591, 0.692361
1299,   0.7591, 0.691684
1300,   0.7591, 0.692268
1301,   0.7594, 0.696074
1302,   0.7594, 0.690491
1303,   0.7594, 0.693975
1304,   0.7594, 0.693493
1305,   0.7594, 0.696212
1306,   0.7594, 0.696004
1307,   0.7594, 0.695446
1308,   0.7594,  0.69493
1309,   0.7594, 0.694506
1310,   0.7594, 0.696603
1311,   0.7594, 0.693937
1312,   0.7594, 0.693545
1313,   0.7594, 0.690902
1314,   0.7594, 0.695133
1315,   0.7594, 0.694468
1316,   0.7594, 0.693516
1317,   0.7594, 0.691179
1318,   0.7594, 0.696506
1319,   0.7594, 0.691889
1320,   0.7594, 0.695252
1321,   0.7594, 0.691482
1322,   0.7594, 0.690843
1323,   0.7594, 0.692307
1324,   0.7594, 0.687893
1325,   0.7594, 0.692526
1326,   0.7594, 0.690062
1327,   0.7594, 0.691622
1328,   0.7594, 0.687688
1329,   0.7594, 0.691954
1330,   0.7594, 0.690225
1331,   0.7594,  0.69481
1332,   0.7594, 0.694914
1333,   0.7594, 0.697234
1334,   0.7594, 0.692487
1335,   0.7594, 0.694604
1336,   0.7594, 0.696632
1337,   0.7594, 0.694911
1338,   0.7594, 0.694057
1339,   0.7594,  0.69212
1340,   0.7594, 0.693108
1341,   0.7594,  0.69248
1342,   0.7594, 0.694736
1343,   0.7594, 0.692142
1344,   0.7594, 0.692385
1345,   0.7594, 0.693192
1346,   0.7594, 0.692913
1347,   0.7594, 0.692515
1348,   0.7594, 0.695756
1349,   0.7594, 0.692148
1350,   0.7594, 0.689577
1351,   0.7594, 0.693278
1352,   0.7594, 0.694808
1353,   0.7594, 0.691591
1354,   0.7594,  0.69672
1355,   0.7594, 0.691368
1356,   0.7594, 0.696557
1357,   0.7594,  0.69483
1358,   0.7594, 0.695192
1359,   0.7594, 0.689152
1360,   0.7594, 0.690457
1361,   0.7594, 0.692254
1362,   0.7594, 0.694004
1363,   0.7594, 0.689199
1364,   0.7594, 0.689697
1365,   0.7594, 0.688277
1366,   0.7594, 0.691007
1367,   0.7594,    0.693
1368,   0.7594, 0.687408
1369,   0.7594, 0.696443
1370,   0.7594,  0.69326
1371,   0.7594, 0.692749
1372,   0.7594, 0.698641
1373,   0.7594, 0.693296
1374,   0.7594, 0.686868
1375,   0.7594, 0.687952
1376,   0.7594, 0.690884
1377,   0.7594, 0.694457
1378,   0.7594, 0.692307
1379,   0.7594, 0.690952
1380,   0.7594, 0.693546
1381,   0.7594, 0.693522
1382,   0.7594, 0.695088
1383,   0.7594, 0.690869
1384,   0.7594, 0.693304
1385,   0.7594, 0.698855
1386,   0.7594, 0.687317
1387,   0.7594, 0.691451
1388,   0.7594, 0.691959
1389,   0.7594, 0.690867
1390,   0.7594, 0.688751
1391,   0.7594, 0.693598
1392,   0.7594, 0.693491
1393,   0.7594, 0.690944
1394,   0.7594, 0.687566
1395,   0.7594, 0.691428
1396,   0.7594, 0.692853
1397,   0.7594, 0.691734
1398,   0.7594, 0.696153
1399,   0.7582, 0.698456
1400,   0.7582, 0.696154
1401,   0.7582, 0.695795
1402,   0.7582, 0.696782
1403,   0.7582, 0.697032
1404,   0.7582, 0.697771
1405,   0.7582, 0.697809
1406,   0.7582, 0.691483
1407,   0.7582,  0.68664
1408,   0.7582, 0.691639
1409,   0.7582, 0.693815
1410,   0.7582, 0.695355
1411,   0.7582, 0.692492
1412,   0.7582, 0.691999
1413,   0.7582, 0.691301
1414,   0.7582, 0.688815
1415,   0.7582, 0.695449
1416,   0.7582, 0.684739
1417,   0.7582, 0.693227
1418,   0.7582, 0.689949
1419,   0.7582, 0.687577
1420,   0.7582, 0.694317
1421,   0.7582, 0.697512
1422,   0.7582, 0.694376
1423,   0.7582,  0.69579
1424,   0.7582, 0.691886
1425,   0.7582, 0.691185
1426,   0.7582, 0.693205
1427,   0.7582, 0.690043
1428,   0.7582, 0.689084
1429,   0.7582,  0.69224
1430,   0.7582, 0.690443
1431,   0.7582, 0.693479
1432,   0.7582, 0.692518
1433,   0.7582, 0.694933
1434,   0.7582, 0.691159
1435,   0.7582, 0.687019
1436,   0.7582, 0.693519
1437,   0.7582, 0.690544
1438,   0.7582, 0.697494
1439,   0.7582, 0.693113
1440,   0.7582, 0.697271
1441,   0.7582, 0.694045
1442,   0.7582, 0.691737
1443,   0.7582, 0.688193
1444,   0.7582, 0.687756
1445,   0.7582, 0.692911
1446,   0.7582, 0.687331
1447,   0.7582,   0.6922
1448,   0.7582, 0.692095
1449,   0.7582, 0.689677
1450,   0.7582, 0.690245
1451,   0.7582, 0.692719
1452,   0.7582,  0.69561
1453,   0.7582, 0.692796
1454,   0.7582, 0.698345
1455,   0.7582, 0.698233
1456,   0.7582, 0.693464
1457,   0.7582, 0.690977
1458,   0.7582, 0.688504
1459,   0.7582,   0.6876
1460,   0.7582, 0.690244
1461,   0.7582, 0.690753
1462,   0.7582, 0.693028
1463,   0.7582, 0.693463
1464,   0.7582, 0.691698
1465,   0.7582, 0.692481
1466,   0.7582, 0.693834
1467,   0.7582, 0.695394
1468,   0.7582, 0.695164
1469,   0.7582, 0.694121
1470,   0.7582,  0.69568
1471,   0.7582, 0.691215
1472,   0.7582, 0.691124
1473,   0.7582, 0.688734
1474,   0.7582, 0.699264
1475,   0.7582, 0.691768
1476,   0.7582, 0.686356
1477,   0.7582, 0.690948
1478,   0.7582, 0.693287
1479,   0.7582, 0.695985
1480,   0.7582, 0.695411
1481,   0.7582, 0.694046
1482,   0.7582, 0.692498
1483,   0.7582, 0.691373
1484,   0.7582,  0.69196
1485,   0.7582, 0.696132
1486,   0.7582, 0.697085
1487,   0.7582, 0.689636
1488,   0.7582, 0.690782
1489,   0.7582,  0.68807
1490,   0.7582, 0.691358
1491,   0.7582, 0.691648
1492,   0.7582, 0.692709
1493,   0.7582,  0.69153
1494,   0.7582, 0.693214
1495,   0.7582, 0.691106
1496,   0.7582, 0.697106
1497,   0.7582, 0.691578
1498,   0.7582, 0.692252
1499,   0.7582, 0.694683
1500,   0.7582, 0.694557
1501,   0.7582,   0.6955
1502,   0.7582,  0.69403
1503,   0.7582, 0.693215
1504,   0.7582, 0.698332
1505,   0.7582, 0.693377
1506,   0.7582, 0.693656
1507,   0.7582, 0.691486
1508,   0.7582, 0.690497
1509,   0.7582, 0.688607
1510,   0.7582, 0.692192
1511,   0.7582, 0.693274
1512,   0.7582, 0.686658
1513,   0.7582,  0.69377
1514,   0.7582, 0.692245
1515,   0.7582, 0.692796
1516,   0.7582, 0.693875
1517,   0.7582, 0.692214
1518,   0.7582, 0.693713
1519,   0.7582, 0.692151
1520,   0.7582, 0.695692
1521,   0.7582, 0.690717
1522,   0.7582, 0.691691
1523,   0.7582, 0.693353
1524,   0.7582, 0.691805
1525,   0.7582, 0.694417
1526,   0.7582, 0.691532
1527,   0.7582,  0.69071
1528,   0.7596, 0.695813
1529,   0.7596, 0.692877
1530,   0.7596, 0.691182
1531,   0.7596, 0.692232
1532,   0.7596, 0.693738
1533,   0.7596, 0.695233
1534,   0.7596, 0.693966
1535,   0.7596, 0.693631
1536,   0.7596, 0.693871
1537,   0.7596, 0.691468
1538,   0.7596, 0.697327
1539,   0.7596, 0.686096
1540,   0.7596, 0.691129
1541,   0.7596, 0.695025
1542,   0.7596, 0.698405
1543,   0.7596, 0.693748
1544,   0.7596, 0.695859
1545,   0.7596, 0.690158
1546,   0.7596, 0.694866
1547,   0.7596, 0.690165
1548,   0.7596, 0.692608
1549,   0.7596, 0.694073
1550,   0.7596, 0.692667
1551,   0.7596,  0.69488
1552,   0.7596,   0.6964
1553,   0.7596, 0.691863
1554,   0.7596, 0.695282
1555,   0.7596, 0.696317
1556,   0.7596,  0.69477
1557,   0.7596, 0.691894
1558,   0.7596, 0.693628
1559,   0.7596, 0.696376
1560,   0.7596, 0.694366
1561,   0.7596, 0.695667
1562,   0.7596, 0.702097
1563,   0.7596, 0.696452
1564,   0.7596,  0.69384
1565,   0.7596, 0.694354
1566,   0.7596, 0.695426
1567,   0.7596,  0.69601
1568,   0.7596, 0.694192
1569,   0.7596, 0.693784
1570,   0.7596, 0.696603
1571,   0.7596, 0.699642
1572,   0.7596, 0.695029
1573,   0.7596, 0.697208
1574,   0.7596, 0.695644
1575,   0.7596, 0.695456
1576,   0.7596, 0.693602
1577,   0.7596, 0.698388
1578,   0.7596, 0.693172
1579,   0.7596, 0.691651
1580,   0.7596, 0.691549
1581,   0.7596, 0.695322
1582,   0.7596, 0.693756
1583,   0.7596, 0.695514
1584,   0.7596, 0.695847
1585,   0.7596, 0.693279
1586,   0.7596, 0.692532
1587,   0.7596, 0.695354
1588,   0.7604, 0.692436
1589,   0.7604, 0.697172
1590,   0.7604,  0.70037
1591,   0.7604, 0.696955
1592,   0.7604, 0.695549
1593,   0.7604, 0.694308
1594,   0.7604,  0.69435
1595,   0.7604, 0.692393
1596,   0.7604, 0.692135
1597,   0.7604, 0.696133
1598,   0.7604, 0.696558
1599,   0.7592, 0.692993
1600,   0.7592, 0.693201
1601,   0.7592,  0.69602
1602,   0.7592, 0.696156
1603,   0.7592, 0.699145
1604,   0.7592, 0.701798
1605,   0.7592, 0.695823
1606,   0.7592, 0.697703
1607,   0.7592, 0.694217
1608,   0.7592, 0.696572
1609,   0.7592, 0.697523
1610,   0.7604, 0.695871
1611,   0.7604, 0.694428
1612,   0.7604, 0.696136
1613,   0.7604, 0.697501
1614,   0.7604,  0.69622
1615,   0.7604, 0.694558
1616,   0.7604, 0.697909
1617,   0.7615, 0.692433
1618,   0.7615, 0.692663
1619,   0.7615, 0.694645
1620,   0.7615, 0.694425
1621,   0.7615, 0.695385
1622,   0.7615, 0.698732
1623,   0.7615, 0.697687
1624,   0.7615,  0.69827
1625,   0.7615, 0.703417
1626,   0.7615, 0.696341
1627,   0.7615, 0.696495
1628,   0.7615, 0.699206
1629,   0.7615, 0.698489
1630,   0.7615, 0.701262
1631,   0.7615, 0.697964
1632,   0.7615, 0.693844
1633,   0.7598, 0.701244
1634,   0.7598, 0.697469
1635,   0.7598, 0.698079
1636,   0.7598, 0.695534
1637,   0.7598, 0.696114
1638,   0.7598, 0.691708
1639,   0.7598, 0.694825
1640,   0.7598, 0.696099
1641,   0.7598, 0.699467
1642,   0.7598, 0.695113
1643,   0.7598, 0.694779
1644,   0.7598, 0.694657
1645,   0.7598, 0.693012
1646,   0.7598, 0.691275
1647,   0.7598, 0.694109
1648,   0.7598, 0.695992
1649,   0.7598, 0.698099
1650,   0.7598, 0.698669
1651,   0.7598, 0.697758
1652,   0.7598, 0.697292
1653,   0.7598, 0.695641
1654,   0.7598, 0.697477
1655,   0.7598,   0.6996
1656,   0.7598, 0.695087
1657,   0.7598, 0.693843
1658,   0.7598, 0.695062
1659,   0.7598, 0.691822
1660,   0.7598, 0.697992
1661,   0.7598, 0.699741
1662,   0.7598, 0.697924
1663,   0.7598, 0.693431
1664,   0.7598,  0.69616
1665,   0.7598, 0.702246
1666,   0.7598, 0.702768
1667,   0.7598, 0.697375
1668,   0.7598, 0.700863
1669,   0.7598, 0.698394
1670,   0.7599, 0.695029
1671,   0.7599, 0.697847
1672,   0.7599,  0.69613
1673,   0.7599, 0.698873
1674,   0.7599, 0.695894
1675,   0.7599, 0.692803
1676,   0.7599, 0.690813
1677,   0.7599, 0.696122
1678,   0.7599, 0.695615
1679,   0.7599, 0.694785
1680,   0.7588, 0.698819
1681,   0.7588, 0.698142
1682,   0.7603, 0.695516
1683,   0.7603, 0.696916
1684,   0.7603, 0.698384
1685,   0.7603, 0.694232
1686,   0.7603, 0.698958
1687,   0.7603, 0.697558
1688,   0.7603, 0.698992
1689,   0.7603, 0.695265
1690,   0.7603, 0.695428
1691,   0.7603, 0.699108
1692,   0.7603, 0.695248
1693,   0.7603, 0.698339
1694,   0.7603, 0.697307
1695,   0.7603,  0.70001
1696,   0.7603, 0.701512
1697,   0.7603, 0.693762
1698,   0.7603, 0.698014
1699,   0.7603, 0.697908
1700,   0.7603,  0.69615
1701,   0.7603,  0.69483
1702,   0.7602, 0.694988
1703,   0.7604, 0.698562
1704,   0.7604, 0.696199
1705,   0.7604, 0.698488
1706,   0.7604,  0.70182
1707,   0.7604, 0.698116
1708,   0.7604, 0.695384
1709,   0.7604, 0.697017
1710,   0.7604, 0.703924
1711,   0.7604, 0.697866
1712,   0.7604, 0.695156
1713,   0.7604, 0.696833
1714,   0.7604,  0.69749
1715,   0.7604, 0.699832
1716,   0.7604, 0.694239
1717,   0.7604, 0.694228
1718,   0.7611, 0.694858
1719,   0.7611, 0.697127
1720,   0.7611, 0.699757
1721,   0.7611, 0.694137
1722,   0.7611, 0.697569
1723,   0.7611, 0.701653
1724,   0.7611, 0.696601
1725,   0.7611,  0.70018
1726,   0.7611, 0.695721
1727,   0.7611, 0.688294
1728,   0.7603, 0.697125
1729,   0.7603, 0.695906
1730,   0.7603, 0.697347
1731,   0.7603, 0.700226
1732,   0.7603, 0.696853
1733,   0.7603, 0.698264
1734,   0.7603, 0.701192
1735,   0.7603, 0.695534
1736,   0.7603, 0.696425
1737,   0.7603, 0.697544
1738,   0.7603, 0.700877
1739,   0.7603, 0.695637
1740,   0.7603, 0.697046
1741,   0.7603,   0.7013
1742,   0.7603, 0.700413
1743,   0.7603, 0.699884
1744,   0.7601, 0.697105
1745,   0.7601, 0.698928
1746,   0.7601,  0.69737
1747,   0.7601, 0.695382
1748,   0.7601, 0.698325
1749,   0.7601, 0.696664
1750,   0.7601, 0.696535
1751,   0.7601, 0.692869
1752,   0.7601, 0.694231
1753,   0.7601, 0.699072
1754,   0.7601,  0.69922
1755,   0.7601, 0.698975
1756,   0.7601, 0.700079
1757,   0.7601, 0.696506
1758,   0.7601, 0.696452
1759,   0.7601, 0.695141
1760,   0.7601, 0.694076
1761,   0.7601, 0.695398
1762,   0.7601, 0.696404
1763,   0.7601, 0.698616
1764,   0.7601, 0.697777
1765,   0.7601, 0.694624
1766,   0.7601, 0.693508
1767,   0.7601, 0.692997
1768,   0.7601, 0.694186
1769,   0.7601, 0.698058
1770,   0.7601, 0.698321
1771,   0.7601, 0.699861
1772,   0.7601, 0.694013
1773,   0.7601, 0.694432
1774,   0.7601, 0.693604
1775,   0.7601, 0.698429
1776,   0.7601, 0.697576
1777,   0.7601, 0.691729
1778,   0.7601, 0.695708
1779,   0.7601, 0.698075
1780,   0.7601,  0.69497
1781,   0.7601, 0.697169
1782,   0.7601, 0.695982
1783,   0.7601, 0.694044
1784,   0.7601, 0.694509
1785,   0.7601, 0.699429
1786,   0.7601, 0.698424
1787,   0.7601, 0.694439
1788,   0.7601, 0.694526
1789,   0.7601, 0.695145
1790,   0.7601, 0.698213
1791,   0.7601, 0.695814
1792,   0.7601, 0.696086
1793,   0.7601, 0.695776
1794,   0.7601, 0.693265
1795,   0.7601, 0.696606
1796,   0.7601, 0.700929
1797,   0.7601, 0.697102
1798,   0.7601, 0.692266
1799,   0.7601, 0.697191
1800,   0.7601, 0.695949
1801,   0.7601,  0.69233
1802,   0.7601, 0.694401
1803,   0.7601,   0.6945
1804,   0.7601, 0.697254
1805,   0.7601, 0.699959
1806,   0.7601,  0.69389
1807,   0.7601, 0.697488
1808,   0.7601, 0.692689
1809,   0.7601, 0.692033
1810,   0.7601, 0.696216
1811,   0.7601, 0.693488
1812,   0.7601, 0.694421
1813,   0.7601,  0.69571
1814,   0.7601, 0.692678
1815,   0.7601, 0.699324
1816,   0.7601, 0.695443
1817,   0.7601, 0.697415
1818,   0.7601, 0.697856
1819,   0.7601, 0.697531
1820,   0.7601, 0.699193
1821,   0.7601, 0.699351
1822,   0.7601, 0.698711
1823,   0.7601, 0.698237
1824,   0.7601, 0.691395
1825,   0.7601, 0.693637
1826,   0.7601, 0.695288
1827,   0.7601, 0.697004
1828,   0.7601, 0.694523
1829,   0.7601, 0.697652
1830,   0.7601, 0.697412
1831,   0.7601, 0.698927
1832,   0.7601, 0.699364
1833,   0.7601, 0.699628
1834,   0.7601, 0.696187
1835,   0.7601, 0.696763
1836,   0.7601, 0.696224
1837,   0.7601, 0.692693
1838,   0.7601, 0.697259
1839,   0.7601, 0.698456
1840,   0.7601,  0.69844
1841,   0.7601, 0.693242
1842,   0.7601, 0.698283
1843,   0.7601, 0.694574
1844,   0.7601, 0.700557
1845,   0.7601, 0.697767
1846,   0.7601, 0.696133
1847,   0.7601, 0.695034
1848,   0.7601, 0.694712
1849,   0.7601, 0.695138
1850,   0.7601, 0.698822
1851,   0.7601,  0.69753
1852,   0.7601, 0.697669
1853,   0.7601, 0.698664
1854,   0.7601, 0.697646
1855,   0.7601, 0.694991
1856,   0.7601, 0.698236
1857,   0.7601, 0.695165
1858,   0.7601, 0.690528
1859,   0.7601, 0.695138
1860,   0.7601, 0.694079
1861,   0.7601, 0.697679
1862,   0.7601, 0.689078
