gen, tournament_scalar_onepoint_best, tournament_scalar_onepoint_ave
3742,   0.8108, 0.710343
3743,   0.8108, 0.716347
3744,   0.8108, 0.714148
3745,   0.8108, 0.709295
3746,   0.8108, 0.714407
3747,   0.8108, 0.709748
3748,   0.8108, 0.710825
3749,   0.8108, 0.714616
3750,   0.8108, 0.713558
3751,   0.8108, 0.712869
3752,   0.8108, 0.709055
3753,   0.8108, 0.712423
3754,   0.8108, 0.709541
3755,   0.8108,  0.71654
3756,   0.8108, 0.721708
3757,   0.8108, 0.712208
3758,   0.8108, 0.710975
3759,   0.8108, 0.710398
3760,   0.8108, 0.708794
3761,   0.8108, 0.705289
3762,   0.8108, 0.707464
3763,   0.8108,  0.71147
3764,   0.8108, 0.717291
3765,   0.8108, 0.708678
3766,   0.8108, 0.713298
3767,   0.8108, 0.701151
3768,   0.8108, 0.708869
3769,   0.8108, 0.711106
3770,   0.8108, 0.711892
3771,   0.8108, 0.710031
3772,   0.8108, 0.707398
3773,   0.8108, 0.706602
3774,   0.8108, 0.709326
3775,   0.8108, 0.717607
3776,   0.8108, 0.712137
3777,   0.8108, 0.707533
3778,   0.8108,  0.71164
3779,   0.8108, 0.715282
3780,   0.8108, 0.717915
3781,   0.8108, 0.717133
3782,   0.8108, 0.711022
3783,   0.8108, 0.715872
3784,   0.8108, 0.717451
3785,   0.8108, 0.716657
3786,   0.8108, 0.710449
3787,   0.8108, 0.716198
3788,   0.8108, 0.710376
3789,   0.8108, 0.709209
3790,   0.8108, 0.709827
3791,   0.8108, 0.706347
3792,   0.8108, 0.716634
3793,   0.8108, 0.715779
3794,   0.8108, 0.717283
3795,   0.8108, 0.714206
3796,   0.8108, 0.714706
3797,   0.8108,  0.71098
3798,   0.8108, 0.706625
3799,   0.8108, 0.705757
3800,   0.8108, 0.707963
3801,   0.8108, 0.709728
3802,   0.8108, 0.705636
3803,   0.8108, 0.708784
3804,   0.8108, 0.708317
3805,   0.8108, 0.719584
3806,   0.8108, 0.714819
3807,   0.8108, 0.707924
3808,   0.8108,  0.71697
3809,   0.8108, 0.720018
3810,   0.8108,  0.71525
3811,   0.8108,   0.7116
3812,   0.8108,  0.72217
3813,   0.8108, 0.717237
3814,   0.8108, 0.713458
3815,   0.8108, 0.714319
3816,   0.8108, 0.707125
3817,   0.8108, 0.710486
3818,   0.8108, 0.708996
3819,   0.8108, 0.715671
3820,   0.8108,  0.70826
3821,   0.8108, 0.718352
3822,   0.8108, 0.711131
3823,   0.8108,  0.70967
3824,   0.8108, 0.713656
3825,   0.8108, 0.711313
3826,   0.8108, 0.710836
3827,   0.8108, 0.719498
3828,   0.8108, 0.720737
3829,   0.8108, 0.711541
3830,   0.8108, 0.709053
3831,   0.8108, 0.706191
3832,   0.8108, 0.709979
3833,   0.8108, 0.707208
3834,   0.8108, 0.712726
3835,   0.8108,  0.71267
3836,   0.8108, 0.704309
3837,   0.8108, 0.714009
3838,   0.8108, 0.704957
3839,   0.8108, 0.712116
3840,   0.8108, 0.713076
3841,   0.8108, 0.714503
3842,   0.8108, 0.709454
3843,   0.8108, 0.714363
3844,   0.8108, 0.715042
3845,   0.8108, 0.722156
3846,   0.8108, 0.703778
3847,   0.8108, 0.710775
3848,   0.8108, 0.709241
3849,   0.8108, 0.715576
3850,   0.8108, 0.709109
3851,   0.8108, 0.713653
3852,   0.8108, 0.713978
3853,   0.8108, 0.715524
3854,   0.8108, 0.720251
3855,   0.8108, 0.714633
3856,   0.8108, 0.715632
3857,   0.8108, 0.696901
3858,   0.8108, 0.712461
3859,   0.8108, 0.718367
3860,   0.8108, 0.716824
3861,   0.8108, 0.713997
3862,   0.8108, 0.715177
3863,   0.8108, 0.708743
3864,   0.8108, 0.715954
3865,   0.8108, 0.714186
3866,   0.8108, 0.714756
3867,   0.8108, 0.711577
3868,   0.8108, 0.713044
3869,   0.8108, 0.705616
3870,   0.8108, 0.713414
3871,   0.8108, 0.714399
3872,   0.8108, 0.711388
3873,   0.8108, 0.714115
3874,   0.8108,  0.71057
3875,   0.8108, 0.712321
3876,   0.8108, 0.709084
3877,   0.8108, 0.711803
3878,   0.8108, 0.710129
3879,   0.8108, 0.712002
3880,   0.8108, 0.715317
3881,   0.8108, 0.706541
3882,   0.8108, 0.712386
3883,   0.8108, 0.711095
3884,   0.8108, 0.709362
3885,   0.8108, 0.711944
3886,   0.8108, 0.713045
3887,   0.8108, 0.702167
3888,   0.8108, 0.708799
3889,   0.8108, 0.709754
3890,   0.8108, 0.709226
3891,   0.8108,  0.71107
3892,   0.8108,  0.71286
3893,   0.8108, 0.712971
3894,   0.8108, 0.710996
3895,   0.8108, 0.710567
3896,   0.8108, 0.711832
3897,   0.8108, 0.714409
3898,   0.8108, 0.709666
3899,   0.8108,  0.70962
3900,   0.8108, 0.713102
3901,   0.8108, 0.710114
3902,   0.8108, 0.710562
3903,   0.8108,  0.71114
3904,   0.8108, 0.707993
3905,   0.8108, 0.710668
3906,   0.8108, 0.707996
3907,   0.8108, 0.709338
3908,   0.8108, 0.722376
3909,   0.8108,  0.70974
3910,   0.8108, 0.715639
3911,   0.8108, 0.706964
3912,   0.8108, 0.715638
3913,   0.8108, 0.715566
3914,   0.8108, 0.711067
3915,   0.8108, 0.711948
3916,   0.8108, 0.721636
3917,   0.8108,  0.72249
3918,   0.8108, 0.717191
3919,   0.8108, 0.713265
3920,   0.8108, 0.711091
3921,   0.8108, 0.709785
3922,   0.8108, 0.708156
3923,   0.8108, 0.710312
3924,   0.8108, 0.709239
3925,   0.8108, 0.709361
3926,   0.8108,  0.71531
3927,   0.8108, 0.717063
3928,   0.8108, 0.719329
3929,   0.8108, 0.712155
3930,   0.8108, 0.717731
3931,   0.8108, 0.719922
3932,   0.8108, 0.712599
3933,   0.8108, 0.717578
3934,   0.8108, 0.715239
3935,   0.8108, 0.715892
3936,   0.8108, 0.716974
3937,   0.8108, 0.713296
3938,   0.8108, 0.710779
3939,   0.8108, 0.713229
3940,   0.8108, 0.715271
3941,   0.8108, 0.708603
3942,   0.8108, 0.709644
3943,   0.8108,  0.70994
3944,   0.8108,  0.71516
3945,   0.8108, 0.710419
3946,   0.8108, 0.710593
3947,   0.8108, 0.717343
3948,   0.8108, 0.714465
3949,   0.8108, 0.713519
3950,   0.8108, 0.713379
3951,   0.8108, 0.712321
3952,   0.8108, 0.710384
3953,   0.8108, 0.717997
3954,   0.8108, 0.718014
3955,   0.8108, 0.708983
3956,   0.8108, 0.704155
3957,   0.8108, 0.715083
3958,   0.8108, 0.721209
3959,   0.8108, 0.712324
3960,   0.8108, 0.711737
3961,   0.8108, 0.717287
3962,   0.8108, 0.711709
3963,   0.8108, 0.707691
3964,   0.8108, 0.720052
3965,   0.8108, 0.713946
3966,   0.8108,  0.71556
3967,   0.8108, 0.712537
3968,   0.8108, 0.710626
3969,   0.8108, 0.712211
3970,   0.8108, 0.718937
3971,   0.8108, 0.707872
3972,   0.8108, 0.711066
3973,   0.8108, 0.712988
3974,   0.8108, 0.713046
3975,   0.8108, 0.710488
3976,   0.8108, 0.707956
3977,   0.8108, 0.709235
3978,   0.8108, 0.708677
3979,   0.8108,  0.71017
3980,   0.8108, 0.714107
3981,   0.8108, 0.720029
3982,   0.8108,   0.7031
3983,   0.8108, 0.712563
3984,   0.8108, 0.712062
3985,   0.8108, 0.710624
3986,   0.8108, 0.709619
3987,   0.8108, 0.712399
3988,   0.8108, 0.708737
3989,   0.8108, 0.711375
3990,   0.8108, 0.709223
3991,   0.8108, 0.700806
3992,   0.8108, 0.707791
3993,   0.8108, 0.713748
3994,   0.8108, 0.709383
3995,   0.8108, 0.710481
3996,   0.8108, 0.712618
3997,   0.8108, 0.710051
3998,   0.8108, 0.703447
3999,   0.8108, 0.708934
4000,   0.8108, 0.712825
