gen, tournament_float_uniform_best, tournament_float_uniform_ave
1873,   0.7814, 0.719525
1874,   0.7814, 0.715321
1875,   0.7814, 0.720249
1876,   0.7814, 0.720807
1877,   0.7814,  0.72324
1878,   0.7814, 0.722695
1879,   0.7814,  0.71544
1880,   0.7814, 0.715014
1881,   0.7814, 0.720137
1882,   0.7814, 0.716694
1883,   0.7814, 0.716704
1884,   0.7814, 0.716208
1885,   0.7814, 0.718523
1886,   0.7814, 0.716565
1887,   0.7814, 0.722735
1888,   0.7814, 0.717526
1889,   0.7814, 0.721021
1890,   0.7814, 0.722013
1891,   0.7814, 0.715134
1892,   0.7814,     0.72
1893,   0.7814, 0.720228
1894,   0.7814, 0.721181
1895,   0.7814, 0.720613
1896,   0.7814, 0.715941
1897,   0.7814, 0.717904
1898,   0.7814,  0.71616
1899,   0.7814,  0.72207
1900,   0.7814,   0.7226
1901,   0.7814, 0.720587
1902,   0.7814, 0.720779
1903,   0.7814, 0.723897
1904,   0.7814, 0.717538
1905,   0.7814, 0.718129
1906,   0.7814, 0.721014
1907,   0.7814, 0.715058
1908,   0.7814,  0.72147
1909,   0.7814, 0.716069
1910,   0.7814,  0.72081
1911,   0.7815, 0.722869
1912,   0.7815, 0.722777
1913,   0.7815, 0.717915
1914,   0.7815, 0.722704
1915,   0.7815, 0.714674
1916,   0.7815, 0.711324
1917,   0.7815, 0.718958
1918,   0.7815, 0.715964
1919,   0.7815, 0.716878
1920,   0.7815,   0.7167
1921,   0.7815,  0.71912
1922,   0.7815, 0.717427
1923,   0.7815, 0.714704
1924,   0.7826, 0.716383
1925,   0.7826, 0.718498
1926,   0.7826, 0.717659
1927,   0.7827, 0.720465
1928,   0.7827, 0.713118
1929,   0.7827, 0.716322
1930,   0.7827, 0.717512
1931,   0.7827, 0.717454
1932,   0.7827, 0.715725
1933,   0.7827, 0.718202
1934,   0.7834, 0.713049
1935,   0.7834, 0.716602
1936,   0.7834,  0.71362
1937,   0.7834, 0.717024
1938,   0.7834, 0.718098
1939,   0.7834, 0.720587
1940,   0.7834, 0.717034
1941,   0.7834, 0.722661
1942,   0.7834, 0.724847
1943,   0.7834, 0.713285
1944,   0.7834, 0.716438
1945,   0.7834, 0.720138
1946,   0.7834, 0.718664
1947,   0.7834, 0.719559
1948,   0.7834, 0.719512
1949,   0.7834, 0.715798
1950,   0.7834, 0.715272
1951,   0.7834, 0.719724
1952,   0.7834, 0.717227
1953,   0.7834, 0.718879
1954,   0.7834, 0.720601
1955,   0.7834, 0.717858
1956,   0.7839, 0.719405
1957,   0.7839, 0.719166
1958,   0.7839, 0.718934
1959,   0.7839, 0.715685
1960,   0.7839,  0.71795
1961,   0.7839, 0.717044
1962,   0.7839,  0.71992
1963,   0.7839, 0.716007
1964,   0.7839, 0.715666
1965,   0.7839, 0.709657
1966,   0.7839, 0.717759
1967,   0.7839, 0.715602
1968,   0.7839, 0.717706
1969,   0.7839, 0.716233
1970,   0.7839, 0.718953
1971,   0.7846, 0.713955
1972,   0.7846, 0.716694
1973,   0.7846, 0.717058
1974,   0.7846,  0.71944
1975,   0.7846, 0.722285
1976,   0.7846, 0.720165
1977,   0.7846, 0.720323
1978,   0.7846, 0.720425
1979,   0.7859, 0.721551
1980,   0.7859, 0.716809
1981,   0.7859, 0.721862
1982,   0.7859, 0.726697
1983,   0.7859, 0.723886
1984,   0.7859, 0.723092
1985,   0.7859, 0.721443
1986,   0.7859, 0.717442
1987,   0.7859, 0.718289
1988,   0.7859, 0.728121
1989,   0.7859, 0.724425
1990,   0.7859, 0.724545
1991,   0.7859, 0.719802
1992,   0.7859, 0.720262
1993,   0.7859, 0.721262
1994,   0.7859, 0.723191
1995,   0.7859, 0.725842
1996,   0.7859, 0.725418
1997,   0.7859, 0.715594
1998,   0.7859, 0.720375
1999,   0.7859, 0.720619
2000,   0.7859, 0.722941
2001,   0.7859,  0.72448
2002,   0.7859, 0.726026
2003,    0.786, 0.727788
2004,   0.7868,  0.72502
2005,   0.7868, 0.722006
2006,   0.7868, 0.721255
2007,   0.7868, 0.729922
2008,   0.7868, 0.714953
2009,   0.7868, 0.725417
2010,   0.7868, 0.720098
2011,   0.7868, 0.720939
2012,   0.7868, 0.721868
2013,   0.7868,  0.72828
2014,   0.7868, 0.727033
2015,   0.7868, 0.722605
2016,   0.7868, 0.723838
2017,   0.7868, 0.718964
2018,   0.7868, 0.729905
2019,   0.7868, 0.722868
2020,   0.7868, 0.723349
2021,   0.7868, 0.723397
2022,   0.7868, 0.724803
2023,   0.7868, 0.716828
2024,   0.7868, 0.721079
2025,   0.7868,  0.72356
2026,   0.7868, 0.721676
2027,    0.787, 0.724933
2028,   0.7876, 0.720887
2029,   0.7876, 0.726242
2030,   0.7876, 0.728592
2031,   0.7876, 0.724376
2032,   0.7876, 0.724005
2033,   0.7876, 0.725322
2034,   0.7876, 0.730841
2035,   0.7876, 0.727909
2036,   0.7876, 0.728479
2037,   0.7876, 0.725953
2038,   0.7876, 0.725896
2039,   0.7876, 0.724804
2040,    0.788,  0.72243
2041,    0.788,  0.72831
2042,    0.788,  0.72199
2043,    0.788, 0.723987
2044,    0.788, 0.721979
2045,    0.788, 0.720568
2046,    0.788, 0.725023
2047,    0.788, 0.725156
2048,    0.788, 0.722966
2049,    0.788, 0.729205
2050,    0.788, 0.723596
2051,    0.788, 0.724788
2052,    0.788, 0.725452
2053,    0.788, 0.728315
2054,    0.788, 0.725785
2055,    0.788, 0.727043
2056,   0.7888, 0.723246
2057,   0.7888, 0.723976
2058,   0.7888, 0.729644
2059,   0.7888, 0.725357
2060,   0.7888, 0.721619
2061,   0.7888, 0.724195
2062,   0.7888, 0.725412
2063,   0.7888, 0.723623
2064,   0.7888, 0.723975
2065,   0.7889, 0.725407
2066,   0.7889, 0.728553
2067,   0.7895, 0.726455
2068,   0.7895, 0.725835
2069,   0.7895, 0.724403
2070,   0.7895, 0.721616
2071,   0.7895, 0.728803
2072,   0.7895, 0.724885
2073,   0.7895, 0.727238
2074,   0.7895, 0.719924
2075,   0.7903, 0.724564
2076,   0.7903, 0.733343
2077,   0.7903, 0.727508
2078,   0.7903,  0.72604
2079,   0.7903, 0.724011
2080,   0.7903, 0.729204
2081,   0.7903, 0.727683
2082,   0.7903, 0.727008
2083,   0.7903, 0.721147
2084,   0.7903, 0.727442
2085,   0.7903, 0.728753
2086,   0.7903,  0.72715
2087,   0.7903, 0.732397
2088,   0.7903,  0.72741
2089,   0.7903, 0.724278
2090,   0.7909, 0.725709
2091,   0.7909, 0.726846
2092,   0.7909,  0.72603
2093,   0.7909, 0.726749
2094,   0.7909, 0.727058
2095,   0.7909, 0.725419
2096,   0.7909, 0.726046
2097,   0.7909, 0.726599
2098,   0.7909, 0.726513
2099,   0.7909, 0.728993
2100,   0.7909, 0.721016
2101,   0.7909, 0.724359
2102,   0.7909, 0.727223
2103,   0.7909, 0.726141
2104,   0.7909, 0.728031
2105,   0.7909, 0.728114
2106,   0.7909, 0.729003
2107,   0.7909, 0.731812
2108,   0.7909, 0.728224
2109,   0.7909, 0.725103
2110,   0.7909,   0.7278
2111,   0.7909, 0.731239
2112,   0.7909, 0.729641
2113,   0.7909, 0.728804
2114,   0.7932, 0.727412
2115,   0.7932, 0.726262
2116,   0.7952, 0.726583
2117,   0.7987, 0.725526
2118,   0.7987, 0.730051
2119,   0.7995, 0.729019
2120,   0.8011, 0.737486
2121,   0.8011, 0.737572
2122,   0.8016, 0.739689
2123,   0.8016, 0.742601
2124,   0.8016, 0.729716
2125,   0.8016,  0.73454
2126,   0.8016, 0.736502
2127,   0.8028, 0.740018
2128,   0.8028, 0.741853
2129,   0.8028, 0.741072
2130,   0.8033, 0.740218
2131,   0.8053, 0.741353
2132,   0.8053, 0.737676
2133,   0.8082, 0.736927
2134,   0.8082, 0.740728
2135,     0.81, 0.738637
2136,     0.81,  0.73603
2137,     0.81, 0.733115
2138,     0.81, 0.741062
2139,    0.811, 0.734331
2140,    0.811, 0.738854
2141,    0.811, 0.745679
2142,    0.811, 0.734586
2143,    0.811, 0.738797
2144,    0.811, 0.740761
2145,    0.811, 0.741178
2146,    0.811, 0.742284
2147,    0.811, 0.742514
2148,    0.811,  0.74209
2149,    0.811,  0.73578
2150,    0.811, 0.740021
2151,   0.8112, 0.740198
2152,   0.8112, 0.738051
2153,   0.8112, 0.739126
2154,   0.8112, 0.739167
2155,   0.8112, 0.740789
2156,   0.8123,  0.74528
2157,   0.8123,  0.74152
2158,   0.8123, 0.742247
2159,   0.8126, 0.742876
2160,   0.8126, 0.747316
2161,   0.8126, 0.747074
2162,   0.8126, 0.746686
2163,   0.8126, 0.744379
2164,   0.8126,  0.74455
2165,   0.8126, 0.741256
2166,   0.8126, 0.741973
2167,   0.8126, 0.748866
2168,   0.8126, 0.746414
2169,   0.8126,  0.74299
2170,   0.8126, 0.744901
2171,   0.8126, 0.740207
2172,    0.813, 0.743249
2173,    0.815, 0.742828
2174,    0.815, 0.745878
2175,    0.815, 0.742504
2176,    0.815, 0.745694
2177,    0.815, 0.748139
2178,    0.815, 0.742669
2179,    0.815, 0.744439
2180,    0.815, 0.745866
2181,    0.815, 0.750391
2182,    0.815, 0.747352
2183,    0.815, 0.747824
2184,    0.815, 0.745051
2185,   0.8155, 0.748705
2186,   0.8155, 0.747926
2187,   0.8156, 0.747247
2188,   0.8156, 0.748946
2189,   0.8156, 0.745897
2190,   0.8156, 0.744548
2191,   0.8156,   0.7553
2192,   0.8156, 0.749006
2193,   0.8156, 0.747634
2194,   0.8156, 0.749696
2195,   0.8156, 0.749101
2196,   0.8156, 0.750341
2197,   0.8156, 0.748981
2198,   0.8156, 0.748537
2199,   0.8156, 0.749537
2200,   0.8176, 0.752137
2201,   0.8176, 0.748127
2202,   0.8176, 0.748501
2203,   0.8191, 0.750373
2204,   0.8191, 0.753349
2205,   0.8191,   0.7446
2206,   0.8191, 0.750368
2207,   0.8191, 0.747848
2208,   0.8191, 0.748235
2209,   0.8191,  0.74628
2210,   0.8191,  0.74434
2211,   0.8191, 0.748757
2212,   0.8191, 0.745461
2213,   0.8191, 0.745071
2214,   0.8191, 0.749126
2215,   0.8191, 0.747005
2216,   0.8191, 0.747144
2217,   0.8191, 0.747329
2218,   0.8191, 0.747305
2219,   0.8191, 0.749557
2220,   0.8191, 0.747009
2221,   0.8191,  0.74669
2222,   0.8191, 0.749926
2223,   0.8191, 0.745744
2224,   0.8191, 0.740795
2225,   0.8191, 0.749003
2226,   0.8191, 0.750198
2227,   0.8191, 0.743911
2228,   0.8191, 0.747658
2229,   0.8191, 0.752221
2230,   0.8191, 0.740646
2231,   0.8191, 0.749302
2232,   0.8191, 0.745322
2233,   0.8191,  0.74221
2234,   0.8191, 0.750127
2235,   0.8191, 0.744426
2236,   0.8191, 0.744878
2237,   0.8191, 0.748444
2238,   0.8191, 0.747522
2239,   0.8191,  0.74744
2240,   0.8191, 0.745809
2241,   0.8191, 0.746927
2242,   0.8191, 0.745004
2243,   0.8191, 0.749605
2244,   0.8191, 0.751251
2245,   0.8191, 0.743424
2246,   0.8191, 0.745057
2247,   0.8191, 0.744325
2248,   0.8191, 0.745512
2249,   0.8191, 0.747488
2250,   0.8191, 0.748434
2251,   0.8205, 0.750955
2252,   0.8205, 0.747477
2253,   0.8205, 0.742521
2254,   0.8205, 0.749748
2255,   0.8205, 0.744568
2256,   0.8205,  0.74778
2257,   0.8205, 0.748384
2258,   0.8205, 0.750896
2259,   0.8205, 0.750681
2260,   0.8205, 0.748766
2261,   0.8205, 0.748871
2262,   0.8205, 0.745429
2263,   0.8205, 0.748448
2264,   0.8205, 0.746424
2265,   0.8205, 0.749027
2266,   0.8205, 0.742016
2267,   0.8205, 0.747949
2268,   0.8205, 0.747463
2269,   0.8205,  0.74923
2270,   0.8205, 0.750745
2271,   0.8205,  0.74911
2272,   0.8205,  0.75021
2273,   0.8205, 0.752769
2274,   0.8205,  0.75531
2275,   0.8205, 0.750506
2276,   0.8205, 0.748905
2277,   0.8205, 0.752047
2278,   0.8205, 0.750511
2279,   0.8205, 0.752321
2280,   0.8205, 0.746226
2281,   0.8205, 0.747075
2282,   0.8205, 0.750275
2283,   0.8205, 0.754846
2284,   0.8205, 0.754979
2285,   0.8205, 0.746583
2286,   0.8205, 0.743348
2287,   0.8205, 0.751094
2288,   0.8205, 0.749146
2289,   0.8205, 0.749742
2290,   0.8205, 0.746714
2291,   0.8205, 0.747406
2292,   0.8205, 0.748516
2293,   0.8205, 0.747085
2294,   0.8209, 0.749031
2295,   0.8209, 0.745562
2296,   0.8209,  0.75227
2297,   0.8209, 0.745595
2298,   0.8209, 0.747718
2299,   0.8209, 0.742254
2300,   0.8209, 0.748334
2301,   0.8209, 0.745888
2302,   0.8209, 0.750765
2303,   0.8209, 0.744342
2304,   0.8209, 0.749013
2305,   0.8209, 0.744193
2306,   0.8209, 0.746183
2307,   0.8209, 0.751041
2308,   0.8209, 0.748182
2309,   0.8209, 0.747301
2310,   0.8209, 0.750156
2311,    0.821, 0.751028
2312,    0.821,  0.75383
2313,    0.821, 0.751794
2314,    0.821, 0.754038
2315,    0.821, 0.748108
2316,    0.821, 0.749927
2317,    0.821, 0.745645
2318,    0.821, 0.745883
2319,   0.8226, 0.748942
2320,   0.8226, 0.745803
2321,   0.8226, 0.742241
2322,   0.8226, 0.752021
2323,   0.8226, 0.749941
2324,   0.8226, 0.753751
2325,   0.8226, 0.752842
2326,   0.8226, 0.747501
2327,   0.8226, 0.748694
2328,   0.8226, 0.749726
2329,   0.8226, 0.751747
2330,   0.8226,  0.74571
2331,   0.8226, 0.748709
2332,   0.8226, 0.750305
2333,   0.8233, 0.750248
2334,   0.8233, 0.746508
2335,   0.8233, 0.752909
2336,   0.8233,  0.74722
2337,   0.8233, 0.749875
2338,   0.8233, 0.754972
2339,   0.8233, 0.752874
2340,   0.8233, 0.754992
2341,   0.8233,  0.75585
2342,   0.8233, 0.752738
2343,   0.8243, 0.752265
2344,   0.8243, 0.753103
2345,   0.8243, 0.753338
2346,   0.8243, 0.755719
2347,   0.8243, 0.752752
2348,   0.8243, 0.754713
2349,   0.8243, 0.753363
2350,   0.8243, 0.753828
2351,   0.8243, 0.750997
2352,   0.8243,  0.75421
2353,   0.8243, 0.756358
2354,   0.8243, 0.752613
2355,   0.8243, 0.758362
2356,   0.8243, 0.756679
2357,   0.8243, 0.750304
2358,   0.8243, 0.756624
2359,   0.8243, 0.755728
2360,   0.8243, 0.753551
2361,   0.8243, 0.753039
2362,   0.8243, 0.754946
2363,   0.8243, 0.755728
2364,   0.8243, 0.752264
2365,   0.8248, 0.754472
2366,   0.8248, 0.751639
2367,   0.8248,  0.75145
2368,   0.8248, 0.754473
2369,   0.8248,  0.75838
2370,   0.8248, 0.760544
2371,   0.8248,  0.75229
2372,   0.8248, 0.757926
2373,   0.8248, 0.757103
2374,   0.8248,  0.75409
2375,   0.8248, 0.762735
2376,   0.8248, 0.759884
2377,   0.8248, 0.758668
2378,   0.8248, 0.758497
2379,   0.8263, 0.759462
2380,   0.8263, 0.758362
2381,   0.8263, 0.756625
2382,   0.8263, 0.760122
2383,   0.8263, 0.757689
2384,   0.8263, 0.755554
2385,   0.8263,  0.75322
2386,   0.8263, 0.754142
2387,   0.8263, 0.758686
2388,   0.8281, 0.760608
2389,   0.8281, 0.757806
2390,     0.83, 0.757636
2391,     0.83, 0.757766
2392,     0.83, 0.762841
2393,     0.83, 0.758073
2394,     0.83, 0.758277
2395,   0.8303, 0.756366
2396,   0.8303, 0.753808
2397,   0.8303, 0.761788
2398,   0.8303, 0.762127
2399,   0.8303, 0.764131
2400,   0.8303, 0.760476
2401,   0.8303, 0.757089
2402,   0.8303,   0.7588
2403,   0.8306,  0.76125
2404,   0.8306, 0.759589
2405,   0.8306, 0.761613
2406,   0.8306, 0.760586
2407,   0.8306, 0.756684
2408,   0.8306,  0.76207
2409,   0.8306, 0.764085
2410,   0.8306, 0.757784
2411,   0.8306, 0.764012
2412,   0.8306, 0.761809
2413,   0.8306, 0.759061
2414,   0.8306, 0.760298
2415,   0.8306, 0.764952
2416,   0.8306, 0.762263
2417,   0.8306, 0.765421
2418,   0.8306, 0.760802
2419,   0.8326, 0.761523
2420,   0.8326, 0.763258
2421,   0.8333, 0.769088
2422,   0.8333, 0.764187
2423,   0.8333, 0.760001
2424,   0.8333, 0.762662
2425,   0.8333, 0.759757
2426,   0.8333,  0.75511
2427,   0.8333, 0.760896
2428,   0.8333, 0.760291
2429,   0.8333, 0.762311
2430,   0.8333, 0.760674
2431,   0.8333, 0.758696
2432,   0.8333, 0.761438
2433,   0.8333, 0.761396
2434,   0.8333, 0.756979
2435,   0.8333, 0.764454
2436,   0.8333, 0.765615
2437,   0.8333, 0.759963
2438,   0.8333, 0.760963
2439,   0.8333, 0.759544
2440,   0.8333, 0.765321
2441,   0.8333, 0.762821
2442,   0.8334, 0.765218
2443,   0.8334, 0.758098
2444,   0.8334, 0.762019
2445,   0.8334, 0.759611
2446,   0.8334,  0.76678
2447,   0.8334, 0.765064
2448,   0.8334, 0.763404
2449,   0.8334, 0.760981
2450,   0.8337, 0.763344
2451,   0.8337, 0.765925
2452,   0.8337, 0.763402
2453,   0.8338, 0.765885
2454,   0.8338, 0.763356
2455,   0.8338, 0.763653
2456,   0.8338, 0.757174
2457,   0.8338, 0.764547
2458,   0.8338, 0.765919
2459,   0.8338, 0.763445
2460,   0.8338,  0.76637
2461,   0.8338, 0.763091
2462,   0.8338, 0.765129
2463,   0.8338,  0.76328
2464,   0.8347, 0.765314
2465,    0.835, 0.762091
2466,    0.835, 0.765576
2467,    0.835, 0.769027
2468,    0.835, 0.765886
2469,    0.835, 0.768296
2470,    0.835, 0.759478
2471,    0.835, 0.765121
2472,    0.835, 0.765409
2473,    0.835, 0.764559
2474,    0.835, 0.768297
2475,    0.835,  0.76781
2476,    0.835, 0.771217
2477,   0.8354, 0.768701
2478,   0.8354, 0.763752
2479,   0.8354, 0.763853
2480,   0.8354, 0.769567
2481,   0.8354, 0.767307
2482,   0.8354,  0.76473
2483,   0.8359,  0.76966
2484,   0.8359, 0.765851
2485,   0.8359, 0.758422
2486,   0.8359, 0.765157
2487,   0.8359, 0.772591
2488,   0.8359, 0.768941
2489,   0.8359, 0.774319
2490,   0.8359,  0.77105
2491,   0.8359, 0.770207
2492,   0.8359,  0.77026
2493,   0.8359, 0.771102
2494,   0.8359, 0.772035
2495,   0.8359, 0.769612
2496,   0.8359, 0.772282
2497,   0.8359, 0.772717
2498,   0.8359, 0.770455
2499,   0.8359, 0.767849
2500,   0.8359, 0.767051
2501,   0.8359, 0.766351
2502,   0.8359,  0.76544
2503,   0.8359, 0.772124
2504,   0.8359, 0.768797
2505,   0.8359, 0.768344
2506,   0.8359, 0.764832
2507,   0.8359, 0.769431
2508,   0.8359, 0.764261
2509,   0.8379, 0.768922
2510,   0.8381,  0.77389
2511,   0.8381, 0.772421
2512,   0.8381, 0.768981
2513,   0.8381,  0.76671
2514,   0.8381, 0.771288
2515,   0.8381, 0.773545
2516,   0.8381, 0.766107
2517,   0.8381, 0.769222
2518,   0.8381, 0.767689
2519,   0.8381, 0.771906
2520,   0.8381, 0.770361
2521,   0.8381, 0.778051
2522,   0.8381, 0.766492
2523,   0.8381, 0.772358
2524,   0.8381, 0.768641
2525,   0.8381, 0.768652
2526,   0.8381, 0.770017
2527,   0.8381, 0.766532
2528,   0.8381,  0.76724
2529,   0.8381, 0.766936
2530,   0.8381, 0.766671
2531,   0.8401, 0.768623
2532,   0.8401, 0.773017
2533,   0.8401, 0.766728
2534,   0.8401, 0.769952
2535,   0.8401, 0.769797
2536,   0.8401, 0.767454
2537,   0.8401, 0.768771
2538,   0.8401, 0.764508
2539,   0.8401, 0.768102
2540,   0.8401, 0.771001
2541,   0.8401, 0.771028
2542,   0.8401, 0.769066
2543,   0.8401, 0.765971
2544,   0.8401, 0.770998
2545,   0.8401, 0.772396
2546,   0.8401, 0.766725
2547,   0.8401, 0.768934
2548,   0.8401, 0.769837
2549,   0.8401, 0.768457
2550,   0.8401,  0.76922
2551,   0.8401, 0.768511
2552,   0.8401,  0.76921
2553,   0.8401, 0.772988
2554,   0.8401, 0.765054
2555,   0.8401,  0.76635
2556,   0.8401, 0.769291
2557,   0.8401, 0.768603
2558,   0.8401, 0.769002
2559,   0.8406, 0.767971
2560,   0.8406, 0.766637
2561,   0.8406, 0.762218
2562,   0.8406, 0.768619
2563,   0.8406, 0.774787
2564,   0.8406,  0.77615
2565,   0.8406, 0.774974
2566,   0.8406, 0.771222
2567,   0.8406, 0.769776
2568,   0.8406,  0.76927
2569,   0.8406, 0.767529
2570,   0.8406, 0.773099
2571,   0.8406, 0.767864
2572,   0.8406, 0.773631
2573,   0.8406, 0.770365
2574,   0.8406, 0.772415
2575,   0.8406, 0.764886
2576,   0.8406, 0.767831
2577,   0.8406, 0.773235
2578,   0.8406, 0.778207
2579,   0.8406,  0.77343
2580,   0.8406, 0.768208
2581,   0.8406, 0.773673
2582,   0.8406, 0.768057
2583,   0.8406, 0.770802
2584,   0.8406, 0.771188
2585,   0.8406, 0.772762
2586,   0.8406, 0.769444
2587,   0.8406, 0.769379
2588,   0.8406, 0.769161
2589,   0.8406, 0.769546
2590,   0.8406, 0.770011
2591,   0.8406, 0.769144
2592,   0.8406, 0.768341
2593,   0.8406, 0.775311
2594,   0.8414, 0.772053
2595,   0.8414, 0.769755
