gen, tournament_binary_uniform_best, tournament_binary_uniform_ave
3737,   0.8026, 0.741026
3738,   0.8026, 0.742113
3739,   0.8027, 0.743234
3740,   0.8027, 0.741324
3741,   0.8027, 0.741376
3742,   0.8027,   0.7443
3743,   0.8027, 0.743343
3744,   0.8027, 0.745903
3745,   0.8027, 0.745631
3746,   0.8027, 0.748923
3747,   0.8027, 0.748985
3748,   0.8027, 0.747545
3749,   0.8027, 0.744284
3750,   0.8027, 0.745502
3751,   0.8027, 0.747509
3752,   0.8027, 0.746688
3753,   0.8027, 0.742574
3754,   0.8027, 0.742682
3755,   0.8027, 0.742567
3756,   0.8027, 0.747383
3757,   0.8027, 0.746889
3758,   0.8027, 0.746199
3759,   0.8027, 0.745439
3760,   0.8027, 0.746868
3761,   0.8027, 0.744554
3762,   0.8027, 0.745628
3763,   0.8027, 0.749125
3764,   0.8027, 0.748324
3765,   0.8027, 0.746144
3766,   0.8027, 0.747703
3767,   0.8027, 0.745058
3768,   0.8027, 0.748037
3769,   0.8027, 0.747202
3770,   0.8027, 0.744895
3771,   0.8027, 0.746496
3772,   0.8027,   0.7439
3773,   0.8027,  0.74384
3774,   0.8027, 0.745649
3775,   0.8027, 0.744189
3776,   0.8027, 0.743287
3777,   0.8027, 0.743686
3778,   0.8027, 0.747141
3779,   0.8027, 0.744911
3780,   0.8028, 0.744256
3781,   0.8028,  0.74641
3782,   0.8028, 0.746802
3783,   0.8028, 0.744885
3784,   0.8028, 0.748077
3785,   0.8028,  0.74641
3786,    0.803, 0.747397
3787,    0.803, 0.744251
3788,    0.803,  0.74487
3789,    0.803, 0.747451
3790,    0.803, 0.745951
3791,    0.803, 0.742821
3792,   0.8031, 0.744204
3793,   0.8031, 0.744368
3794,   0.8031, 0.744258
3795,   0.8031, 0.742127
3796,   0.8031, 0.745181
3797,   0.8031, 0.746581
3798,   0.8031, 0.747382
3799,   0.8031, 0.746806
3800,   0.8031, 0.746397
3801,   0.8031, 0.746399
3802,   0.8031, 0.746571
3803,   0.8031,  0.74556
3804,   0.8031, 0.745378
3805,   0.8031,  0.74662
3806,   0.8031, 0.745185
3807,   0.8031, 0.744391
3808,   0.8031, 0.746188
3809,   0.8031, 0.744887
3810,   0.8031, 0.747898
3811,   0.8031, 0.750577
3812,   0.8031, 0.745188
3813,   0.8031, 0.745032
3814,   0.8031, 0.750227
3815,   0.8031, 0.748156
3816,   0.8031,  0.74584
3817,    0.804, 0.745561
3818,    0.804, 0.747062
3819,    0.804, 0.745355
3820,    0.804, 0.742496
3821,    0.804, 0.744991
3822,    0.804, 0.746665
3823,    0.804, 0.746944
3824,    0.804, 0.746275
3825,    0.804, 0.743434
3826,    0.804, 0.745911
3827,    0.804, 0.745923
3828,    0.804, 0.747748
3829,   0.8041, 0.746729
3830,   0.8041, 0.747903
3831,   0.8043, 0.745414
3832,   0.8043, 0.748464
3833,   0.8043, 0.746317
3834,   0.8043, 0.747129
3835,   0.8043, 0.742648
3836,   0.8043, 0.747416
3837,   0.8043, 0.743217
3838,   0.8043, 0.746629
3839,   0.8043, 0.749101
3840,   0.8043, 0.746294
3841,   0.8043, 0.746628
3842,   0.8043, 0.746475
3843,   0.8043, 0.747957
3844,   0.8046, 0.745164
3845,   0.8046, 0.748479
3846,   0.8046, 0.750167
3847,   0.8046, 0.750246
3848,   0.8046, 0.746726
3849,   0.8046, 0.749439
3850,   0.8046, 0.746758
3851,   0.8046, 0.745444
3852,   0.8046,   0.7433
3853,   0.8046, 0.750593
3854,   0.8046, 0.747956
3855,   0.8046, 0.746207
3856,   0.8046, 0.749205
3857,   0.8046, 0.744186
3858,   0.8046, 0.744738
3859,   0.8046, 0.746305
3860,   0.8046, 0.745121
3861,   0.8046, 0.750271
3862,   0.8046, 0.745248
3863,   0.8046, 0.748168
3864,   0.8046, 0.746653
3865,   0.8046, 0.747948
3866,   0.8046, 0.750512
3867,   0.8046, 0.749149
3868,   0.8046, 0.746191
3869,   0.8046, 0.750057
3870,   0.8046, 0.745445
3871,   0.8046,  0.74796
3872,   0.8046, 0.746256
3873,   0.8046, 0.747917
3874,   0.8046, 0.745784
3875,   0.8046, 0.744302
3876,   0.8046, 0.749241
3877,   0.8046, 0.746521
3878,   0.8046, 0.746211
3879,   0.8046, 0.747719
3880,   0.8046, 0.752085
3881,   0.8046,  0.74715
3882,   0.8046, 0.748946
3883,   0.8046, 0.746436
3884,   0.8046, 0.748633
3885,   0.8046, 0.746481
3886,   0.8046, 0.747716
3887,   0.8046,  0.74758
3888,   0.8046, 0.748347
3889,   0.8046, 0.747159
3890,   0.8046, 0.748182
3891,   0.8046,  0.74851
3892,   0.8046, 0.750341
3893,   0.8046, 0.748611
3894,   0.8046, 0.748576
3895,   0.8046, 0.746652
3896,   0.8046, 0.745663
3897,   0.8046, 0.747767
3898,   0.8046, 0.745851
3899,   0.8046, 0.749179
3900,   0.8046, 0.746176
3901,   0.8046, 0.745803
3902,   0.8046, 0.743913
3903,   0.8046, 0.747651
3904,   0.8046, 0.746912
3905,   0.8046,  0.74522
3906,   0.8046, 0.744473
3907,   0.8046, 0.748247
3908,   0.8046, 0.745191
3909,   0.8046, 0.744139
3910,   0.8046, 0.745392
3911,   0.8046, 0.746078
3912,   0.8046, 0.745857
3913,   0.8046, 0.747369
3914,   0.8046, 0.748698
3915,   0.8046, 0.745255
3916,   0.8046, 0.749259
3917,   0.8046, 0.747306
3918,   0.8046, 0.747977
3919,   0.8046, 0.745465
3920,   0.8046, 0.747316
3921,   0.8046, 0.745359
3922,   0.8046, 0.745639
3923,   0.8046,  0.74929
3924,   0.8046, 0.751414
3925,   0.8046, 0.746315
3926,   0.8046,  0.74917
3927,   0.8046, 0.750311
3928,   0.8046, 0.746967
3929,   0.8046, 0.747155
3930,   0.8046, 0.745165
3931,   0.8046, 0.746818
3932,   0.8046, 0.747863
3933,   0.8046, 0.747649
3934,   0.8046, 0.749246
3935,   0.8046, 0.747872
3936,   0.8046, 0.749848
3937,   0.8046, 0.749192
3938,   0.8046, 0.749006
3939,   0.8046, 0.749757
3940,   0.8046, 0.749225
3941,   0.8046, 0.747803
3942,   0.8046, 0.746957
3943,   0.8046, 0.748243
3944,   0.8046, 0.748276
3945,   0.8046, 0.748438
3946,   0.8046, 0.748389
3947,   0.8046, 0.747737
3948,   0.8046, 0.747396
3949,   0.8046, 0.745241
3950,   0.8046, 0.747365
3951,   0.8047, 0.750628
3952,   0.8047, 0.746864
3953,   0.8047, 0.746612
3954,   0.8047, 0.747937
3955,   0.8047,   0.7515
3956,   0.8047,  0.74984
3957,   0.8047, 0.749484
3958,   0.8047, 0.747932
3959,   0.8047, 0.747972
3960,   0.8047, 0.750718
3961,   0.8047, 0.744896
3962,   0.8047, 0.748179
3963,   0.8047, 0.748639
3964,   0.8047, 0.751016
3965,   0.8047, 0.750158
3966,   0.8052,  0.74659
3967,   0.8052, 0.744134
3968,   0.8052, 0.751142
3969,   0.8052,  0.74823
3970,   0.8052, 0.749299
3971,   0.8052, 0.747536
3972,   0.8052, 0.748913
3973,   0.8052, 0.747612
3974,   0.8052, 0.747971
3975,   0.8052, 0.748659
3976,   0.8052, 0.749215
3977,   0.8052, 0.743762
3978,   0.8052, 0.749132
3979,   0.8055, 0.748425
3980,   0.8055, 0.748933
3981,   0.8055, 0.748801
3982,   0.8055, 0.750218
3983,   0.8055, 0.746619
3984,   0.8055, 0.748622
3985,   0.8055, 0.744476
3986,   0.8055, 0.749729
3987,   0.8056, 0.750103
3988,   0.8056, 0.748458
3989,   0.8056,  0.74984
3990,   0.8056, 0.748378
3991,   0.8056, 0.748916
3992,   0.8056, 0.749213
3993,   0.8056, 0.746621
3994,   0.8056, 0.751985
3995,   0.8056, 0.748449
3996,   0.8056, 0.748497
3997,   0.8056, 0.746473
3998,   0.8056, 0.749204
3999,   0.8056, 0.751759
4000,   0.8056, 0.746767
